song_name,og_artist,badword,kb_idx,numOccurKB,og_idx,numOccurOG,data,category,anchored,year,isCensored,isPresent,ogCase1,kbReplace1,jdCheck,forQuiz,noEdit,dropSong,replaceSong
fire burning,Sean Kingston,legs,167,0,160,1,first,sexual,^legs$,2009,1,1,I'm afraid we'll blow them legs,"Shawty is cool like the fire, cool like fire",I'm afraid we'll blow the chance,,,,
for you i will (confidence),Teddy Geiger,waterbed,177,0,604,1,first,sexual,^waterbed$,2006,1,1,Like a water-bed,"No more camouflage, I want to be exposed and not be afraid to fall",Like a water bed,,Y,,
forever,Chris Brown,high,174,0,168,1,first,alcohol & drugs,^high$,2009,1,1,"It's a long way down, we so high off the ground","And I won't let you fall girl, let you fall girl",CUTS VERSE,,,,
friends,Marshmello & Anne-Marie,fight,178,2,605,3,first,violence,^fight,2018,1,1,You really ain't going away without a fight,You really ain't going away without a fight,You really ain't going away without a fight,,Y,,
friends,Marshmello & Anne-Marie,shit,178,0,605,3,first,profanity,^shit,2018,1,1,"Don't mess it up, talking that shit","Don't mess it up, talking like this","Don't mess it up, talking like this",,,,
fuckin' perfect,P!nk,drink,NA,0,376,1,first,alcohol & drugs,^drink,2011,1,1,The only thing I should be drinking is an ice-cold beer,NA,,,,Y,
fuckin' perfect,P!nk,blood,NA,0,376,1,first,violence,^blood,2011,1,1,"Dug my way out, blood and fire",NA,,,,Y,
fuckin' perfect,P!nk,beer,NA,0,376,1,first,alcohol & drugs,^beer,2011,1,1,The only thing I should be drinking is an ice-cold beer,NA,,,,Y,
fuckin' perfect,P!nk,demon,NA,0,376,1,first,other,^demon,2011,1,1,"Chased down all my demons, I've seen you do the same, oh",NA,,,,Y,
fuckin' perfect,P!nk,fuck,NA,0,376,7,first,profanity,fuck,2011,1,1,Like you're less than fuckin' perfect,NA,,,,Y,
galway girl,Ed Sheeran,bar,NA,0,171,3,first,alcohol & drugs,^bar$,2019,1,1,I met her on Grafton street right outside of the bar,NA,I met her on Grafton Street right outside of the store,,,,
galway girl,Ed Sheeran,bottle,NA,0,171,1,first,alcohol & drugs,^bottle,2019,1,1,To finish some Doritos and another bottle of wine,NA,CUTS VERSE,,,,
galway girl,Ed Sheeran,cigarette,NA,0,171,1,first,alcohol & drugs,^cigarette,2019,1,1,She shared a cigarette with me while her brother played the guitar,NA,She sang a song and taught me while her brother played the guitar,,,,
galway girl,Ed Sheeran,drink,NA,0,171,2,first,alcohol & drugs,^drink,2019,1,1,"Said it was one of my friend's songs, do you want to drink on?",NA,"Said, ""It was one of my friend's songs, do you want to sing on?""",,,,
galway girl,Ed Sheeran,man,NA,0,171,4,first,identity,^man$,2019,1,1,But she fell in love with an English man,NA,But she fell in love with an English friend,,,,
galway girl,Ed Sheeran,ink,NA,0,171,1,first,other,^ink$,2019,1,1,"She asked me what does it mean, the Gaelic ink on your arm?",NA,"She asked me, ""What does it mean, the Gaelic thing on your arm?""",,,,
galway girl,Ed Sheeran,jack,NA,0,171,1,first,alcohol & drugs,^jack$,2019,1,1,"She took Jamie as a chaser, Jack for the fun",NA,She took me out to a party just for the fun,,,,
galway girl,Ed Sheeran,kiss,NA,0,171,5,first,sexual,^kiss,2019,1,1,Kissed her on the neck and then I took her by the hand,NA,Kissed her on the cheek and then I took her by the hand,,,,
galway girl,Ed Sheeran,neck,NA,0,171,4,first,sexual,^neck$,2019,1,1,Kissed her on the neck and then I took her by the hand,NA,Kissed her on the cheek and then I took her by the hand,,,,
galway girl,Ed Sheeran,smoke,NA,0,171,1,first,alcohol & drugs,^smoke,2019,1,1,"Our coats both smell of smoke, whisky and wine",NA,CUTS VERSE,,,,
galway girl,Ed Sheeran,wine,NA,0,171,2,first,alcohol & drugs,^wine$,2019,1,1,"Our coats both smell of smoke, whisky and wine",NA,CUTS VERSE,,,,
gdfr,Flo Rida,ass,180,0,173,1,first,profanity,^ass$,2015,1,1,Get that ass on the floor,NA,CUTS VERSE,,,,
gdfr,Flo Rida,blow,180,0,173,1,first,alcohol & drugs,^blow,2015,1,1,My team blowin' on that slam,It's goin' down for real,CUTS VERSE,,,,
gdfr,Flo Rida,freak,180,0,173,3,first,sexual,^freak,2015,1,1,"If you're a freak, then you comin' home with me",If you can dance then you're dancing here with me,If you can dance then you're dancing here with me,,,,
gdfr,Flo Rida,kiss,180,0,173,1,first,sexual,^kiss,2015,1,1,"Yo' girl just kissed a girl, I do bi chicks",Your girl just danced the twirl,"Your girl just danced the twirl, I do high kicks",,,,
gdfr,Flo Rida,touch,180,0,173,1,first,sexual,^touch,2015,1,1,My touch say it's the Midas,It's goin' down for real,CUTS VERSE,,,,
gdfr,Flo Rida,man,180,0,173,1,first,identity,^man$,2015,1,1,"We the plus, your man a minus",It's goin' down for real,CUTS VERSE,,,,
get the party started,P!nk,ass,181,0,174,1,first,profanity,^ass$,2002,1,1,"I'll be burning rubber, you'll be kissing my ass","I'll be burnin' rubber, you'll be watchin' me pass","I'll be burnin' rubber, you'll be watchin' me pass",,,,
get the party started,P!nk,kiss,181,0,174,1,first,sexual,^kiss,2002,1,1,"I'll be burning rubber, you'll be kissing my ass","I'll be burnin' rubber, you'll be watchin' me pass","I'll be burnin' rubber, you'll be watchin' me pass",,,,
ghost,Ella Henderson,demon,182,4,175,7,first,other,^demon,2015,1,1,"And at most, I'm sleeping all these demons away",And at most I'm sleeping all these demons away,And at most I'm sleeping all these demons away,,Y,,
ghost,Ella Henderson,pray,182,4,175,7,first,other,^pray,2015,1,1,I keep going to the river to pray,I keep going to the river to pray,I keep going to the river to pray,,Y,,
ghost,Ella Henderson,sleep,182,4,175,7,first,sexual,^sleep,2015,1,1,"And at most, I'm sleeping all these demons away",And at most I'm sleeping all these demons away,And at most I'm sleeping all these demons away,,Y,,
giant,Calvin Harris & Rag’n’Bone Man,pills,NA,0,176,1,first,alcohol & drugs,^pills$,2019,1,1,I saw the pills on the table for your unrequited love,NA,"I saw it on, on the table for your unrequited love",,,,
girl on fire,Alicia Keys,god,186,0,178,7,first,other,^god,2013,1,1,"Dear God, If you're here God","Oh, oh, oh, oh oh oh oh oh oh oh oh oh oh",,,,,https://genius.com/Alicia-keys-girl-on-fire-lyrics
girl on fire,Alicia Keys,death,186,0,178,1,first,violence,^death$,2013,1,1,"Keep reppin' me, do it 'til the death of me",NA,,,,,https://genius.com/Alicia-keys-girl-on-fire-lyrics
girl on fire,Alicia Keys,gun,186,0,178,1,first,violence,^gun$,2013,1,1,"And she brought a gun with her, pills and some rum with her","Filled with catastrophe, but she knows she can fly away",,,,,https://genius.com/Alicia-keys-girl-on-fire-lyrics
girl on fire,Alicia Keys,pills,186,0,178,1,first,alcohol & drugs,^pills$,2013,1,1,"And she brought a gun with her, pills and some rum with her","Filled with catastrophe, but she knows she can fly away",,,,,https://genius.com/Alicia-keys-girl-on-fire-lyrics
girl on fire,Alicia Keys,rum,186,0,178,1,first,alcohol & drugs,^rum$,2013,1,1,"And she brought a gun with her, pills and some rum with her","Filled with catastrophe, but she knows she can fly away",,,,,https://genius.com/Alicia-keys-girl-on-fire-lyrics
girls like you,Maroon 5,drunk,188,0,182,1,first,alcohol & drugs,^drunk,2018,1,1,Maybe I know that I'm drunk,Til sundown when I come through,Maybe I know that I'm done,,,,
girls like you,Maroon 5,shit,188,0,182,1,first,profanity,^shit,2018,1,1,Maybe you've taken my shit for the last time (yeah),"Oh, 'cause girls like you run 'round with guys like me (Girls like you)","Maybe you've taken my stuff for the last time, yeah",,,,
glamorous,Fergie,ass,190,0,184,7,first,profanity,^ass$,2007,1,1,"If you ain't got no money, take yo' broke ass home, you say it!",If you ain't got no money take your broke self home,If you ain't got no money take your broke self home,,,,
glamorous,Fergie,hell,190,0,184,1,first,profanity,^hell$,2007,1,1,"I still go to Taco Bell, drive-thru, raw as hell","By the glamorous, ooh, the flossy, flossy","I still go to Taco Bell, drive through, raw, yeah",,,,
glamorous,Fergie,damn,190,0,184,1,first,profanity,^damn,2007,1,1,"Damn, it's been a long road and the industry is cold",NA,"Yeah, it's been a long road and the industry is cold",,,,
glamorous,Fergie,champagne,190,0,184,4,first,alcohol & drugs,^champagne$,2007,1,1,Popping champagne,"We flyin' first class, livin' the life","We flyin' first class, livin' the life",,,,
glamorous,Fergie,fetish,190,0,184,1,first,other,^fetish,2007,1,1,Plus I gotta keep enough lettuce to support your shoe fetish,NA,CUTS VERSE,,,,
glamorous,Fergie,dope,190,0,184,1,first,alcohol & drugs,^dope,2007,1,1,"When I'd rock on MTV, that'd be really dope",NA,"When I'd rock on MTV, that'd be really cool",,,,
glamorous,Fergie,fuck,190,0,184,1,first,profanity,fuck,2007,1,1,Telling me these crazy things that I don't wanna know (Fuck y'all),NA,Tellin' me these crazy things that I don't want to know,,,,
god's plan,Drake,die,191,0,608,1,first,violence,^die$,2018,1,1,I don't wanna die for them to miss me,I don't wanna go for them to miss me,I don't wanna go for them to miss me,,,,
god's plan,Drake,god,191,4,608,6,first,other,^god,2018,1,1,"God's plan, God's plan","God's plan, God's plan","God's plan, God's plan",,Y,,
god's plan,Drake,shit,191,0,608,2,first,profanity,^shit,2018,1,1,"They gon' tell the story, shit was different with me","They gon' tell the story, that was different with me","They gon' tell the story, that was different with me",,,,
gold,Kiiara,bodies,192,0,185,2,first,sexual,^bodies$,2017,1,1,Bodies on the pavement,Without ever letting you know,Running on the pavement,,,,
good  old days,Macklemore,drink,196,0,609,1,first,alcohol & drugs,^drink,2018,1,1,Wish I didn't drink all of that flask first,Wish I didn't think all of that stuff first,Wish I didn't think all of that stuff first,,,,
good  old days,Macklemore,bottle,196,0,609,1,first,alcohol & drugs,^bottle,2018,1,1,Wish I put the bottle back on that shelf,Wish I put those things back on that shelf,Wish I put those things back on that shelf,,,,
good feeling,Flo Rida,drink,194,0,186,1,first,alcohol & drugs,^drink,2012,1,1,Like you the one drinking what God sip—dot com,Yeah I got a brand new spirit,Like you the one thinking what gossip got done,,,,
good feeling,Flo Rida,god,194,0,186,1,first,other,^god,2012,1,1,Like you the one drinking what God sip—dot com,Yeah I got a brand new spirit,Like you the one thinking what gossip got done,,,,
good feeling,Flo Rida,tongue,194,0,186,1,first,sexual,^tongue,2012,1,1,Now I gotta word for your tongue,Speak it and it's done,Now I gotta work with your song,,,,
good life,OneRepublic,fight,195,1,187,3,first,violence,^fight,2012,1,1,"Say oh, got this feeling that you can't fight","This could really be a good life, a good, good life","I say, ""Oh, got this feeling that you can't fight""",,Y,,
gotta be somebody,Nickelback,dammit,198,0,190,1,first,profanity,^dammit$,2009,1,1,"And dammit, this feels too right",Is it that moment when I find the one that I'll spend forever with,And you know this feels too right,,,,
happy,Pharrell Williams,high,203,1,194,3,first,alcohol & drugs,^high$,2014,1,1,My level's too high to bring me down,Bring me down can nothing,,,,,
hate that i love you,Rihanna,touch,205,0,195,1,first,sexual,^touch,2008,1,1,You know exactly how to touch,"And I hate how much I love you, boy",,,,,
havana,Camila Cabello,damn,206,0,196,1,first,profanity,^damn,2018,1,1,"Fresh out East Atlanta with no manners, damn (Fresh out East Atlanta)","(Ooh-na-na), Oh-na-na, take me back, back, back",,,,,
he loves u not,Dream (Girl Group),kiss,212,2,197,4,first,sexual,^kiss,2002,1,1,Try to tempt him with a sweet kiss,"No matter what you do, he's never gonna be with you",,,,,
headstrong,Trapt,shit,207,0,198,1,first,profanity,^shit,2004,1,1,I see you're full of shit and that's alright,"I see your motives inside, decisions to hide",,,,,
heartless,Kanye West,woman,209,0,200,4,first,identity,^woman$,2009,1,1,He lost his soul to a woman so heartless,"How could you be so cold as the winter wind when it breeze, yo?",,,,,
here,Alessia Cara,marijuana,213,0,205,1,first,alcohol & drugs,^marijuana,2016,1,1,Under clouds of marijuana,With this boy who's hollering,Over here just where I wanna be,,,,
here with me (ft. chvrches),Marshmello,sleep,NA,0,206,1,first,sexual,^sleep,2019,1,1,"Every single night, I find it harder to sleep",NA,Every single night I find it harder to sleep,,Y,,
hey baby (ft. bounty killer),No Doubt,kill,NA,0,210,1,first,violence,^kill,2003,1,1,"Check it out, it’s Bounty Killer and No Doubt!",NA,,,,Y,
hey baby (ft. bounty killer),No Doubt,sin,NA,0,210,1,first,other,^sin$,2003,1,1,With my makeup bag watching all the sin,NA,,,,Y,
hey baby (ft. bounty killer),No Doubt,high,NA,0,210,2,first,alcohol & drugs,^high$,2003,1,1,And went to my high school,NA,,,,Y,
hey baby (ft. bounty killer),No Doubt,sex,NA,0,210,2,first,sexual,^sex,2003,1,1,Watching boys and girls and their sex appeal,NA,,,,Y,
hey baby (ft. bounty killer),No Doubt,sippin,NA,0,210,2,first,alcohol & drugs,^sippin,2003,1,1,I’m just sippin' on chamomile,NA,,,,Y,
hey baby (ft. bounty killer),No Doubt,hips,NA,0,210,2,first,sexual,^hips$,2003,1,1,"When you rock your hips you know that, it amaze me",NA,,,,Y,
hey baby (ft. bounty killer),No Doubt,crazy,NA,0,210,2,first,other,^crazy$,2003,1,1,Jump on the stage makes me going crazy,NA,,,,Y,
"hey look ma, i made it",Panic! at the Disco,demon,NA,0,211,1,first,other,^demon,2019,1,1,This world is full of demons,NA,This world is full of demons,,Y,,
"hey look ma, i made it",Panic! at the Disco,evil,NA,0,211,2,first,other,^evil,2019,1,1,In the garden of evil,NA,In the garden of evil,,Y,,
"hey look ma, i made it",Panic! at the Disco,pray,NA,0,211,2,first,other,^pray,2019,1,1,I'll be praying for the faithless,NA,I'll be praying for the faithless,,Y,,
"hey look ma, i made it",Panic! at the Disco,pimp,NA,0,211,1,first,sexual,^pimp,2019,1,1,And my pimp's a record label,NA,And I'm on a record label,,,,
hey mama,David Guetta,bitch,217,0,212,1,first,profanity,^bitch,2015,1,1,"None of them bitches ain't taking you, just tell them to make a U","Like hey mama, mama, hey mama, ma",CUTS VERSE,,,,
hey mama,David Guetta,juice,217,0,212,1,first,alcohol & drugs,^juice$,2015,1,1,"Whole crew got the juice, yo' dick game the truth","Like hey mama, mama, hey mama, ma",CUTS VERSE,,,,
hey mama,David Guetta,freak,217,0,212,1,first,sexual,^freak,2015,1,1,"Keep him pleased, rub him down, be a lady and a freak, oh",NA,CUTS VERSE,,,,
hey mama,David Guetta,dick,217,0,212,1,first,sexual,^dick,2015,1,1,"Whole crew got the juice, yo' dick game the truth","Like hey mama, mama, hey mama, ma",CUTS VERSE,,,,
hey mama,David Guetta,fuck,217,0,212,1,first,profanity,fuck,2015,1,1,"It ain't nothin' new, I been fuckin' with you",I wanna hear you callin' my name,CUTS VERSE,,,,
hey mama,David Guetta,man,217,0,212,8,first,identity,^man$,2015,1,1,"Be my woman, girl, I'll be your man","Be my only girl I'll, be your one","Be my only girl I'll, be your one",,,,
hey mama,David Guetta,woman,217,0,212,9,first,identity,^woman$,2015,1,1,"Be my woman, girl, I'll be your man","Be my only girl I'll, be your one","Be my only girl I'll, be your one",,,,
hey ya!,OutKast,ice,220,0,215,2,first,alcohol & drugs,^ice$,2004,1,1,"Now, what's cooler than being cool? (Ice Cold!)","""I can't hear ya""","""Now what's cooler, colder than bein' cool?"" ""Ice cold""",,Y,,
hide away,Daya,kiss,221,0,216,1,first,sexual,^kiss,2016,1,1,Boys seem to like the girls who like to kiss and tell,"Where do the good boys go to hide away, hide away?*",Boys seem to like the girls who answer on their cell,,,,
hide away,Daya,undress,221,0,216,1,first,sexual,^undress,2016,1,1,The ones who get undressed before the second date,The ones who get impressed before the second date,The ones who get impressed before the second date,,,,
high hopes,Panic! at the Disco,kill,223,0,217,4,first,violence,^kill,2019,1,1,Shooting for the stars when I couldn't make a killing,Shooting for the stars when you knew that I was willing,Shooting for the stars when you knew that I was willing,,,,
high hopes,Panic! at the Disco,high,223,44,217,46,first,alcohol & drugs,^high$,2019,1,1,"High, high hopes","High, high hopes","High, high hopes",,Y,,
higher,Taio Cruz,pill,222,1,613,2,first,alcohol & drugs,^pill$,2002,1,1,I got this high without takin' a pill (Pill),Just for the thrill,"I got this high, without taking a pill",,Y,,
hold on,Good Charlotte,bleed,NA,0,220,2,first,violence,^bleed,2004,1,1,But we all bleed the same way as you do,NA,,,,Y,
hold on,Good Charlotte,sleep,NA,0,220,1,first,sexual,^sleep,2004,1,1,"And your nights, you can't sleep at all",NA,,,,Y,
"honey, i'm good.",Andy Grammer,ass,227,0,614,1,first,profanity,^ass$,2017,1,1,I got her and she got me and you got that ass,Now better ones than me have failed,I've got her and she got me and you've got that look,,,,
"honey, i'm good.",Andy Grammer,damn,227,0,614,1,first,profanity,^damn,2017,1,1,"And these long, long legs are damn near everywhere",It's been a long night here,"And these long, long days, oh they're everywhere",,,,
"honey, i'm good.",Andy Grammer,drink,227,0,614,1,first,alcohol & drugs,^drink,2017,1,1,Drinking from that unholy grail,To another I will stay true,Searching now for that holy grail,,,,
"honey, i'm good.",Andy Grammer,legs,227,0,614,1,first,sexual,^legs$,2017,1,1,"And these long, long legs are damn near everywhere",It's been a long night here,"And these long, long days, oh they're everywhere",,,,
"honey, i'm good.",Andy Grammer,men,227,0,614,1,first,identity,^men$,2017,1,1,"Now, better men than me have failed",I've got to bid you adieu,Now better ones than me have failed,,,,
"honey, i'm good.",Andy Grammer,unholy,227,0,614,1,first,other,^unholy,2017,1,1,Drinking from that unholy grail,To another I will stay true,Searching now for that holy grail,,,,
hot n cold,Katy Perry,bipolar,229,0,223,1,first,other,^bipolar,2009,1,1,Got a case of a love bipolar,Stuck on a roller coaster,Got a case of a love disorder,,,,
hot n cold,Katy Perry,bitch,229,0,223,1,first,profanity,^bitch,2009,1,1,"Yeah, you PMS like a bitch; I would know","Yeah, you be a mess like a girl I would know","Yeah, you be a mess like a girl I would know",Y,,,
hot n cold,Katy Perry,fight,229,3,223,4,first,violence,^fight,2009,1,1,"We fight, we break up","We fight, we break up","We fight, we break up",,Y,,
hot n cold,Katy Perry,kiss,229,3,223,4,first,sexual,^kiss,2009,1,1,"We kiss, we make up","We kiss, we make up","We kiss, we make up",,Y,,
hotline bling,Drake,champagne,228,0,224,1,first,alcohol & drugs,^champagne$,2016,1,1,Glasses of champagne out on the dance floor,You used to call me on my cell phone,Dancing your heart out there on the dance floor,,,,
hotline bling,Drake,touch,228,0,224,1,first,sexual,^touch,2016,1,1,Why you always touching road?,NA,CUTS VERSE,,,,
how do you sleep?,Jesse McCartney,bang,230,0,615,1,first,sexual,^bang$,2009,1,1,Not only does your body bang,The letter you wrote me it still smells just like you,CUTS VERSE,,,,
how do you sleep?,Jesse McCartney,body,230,0,615,1,first,sexual,^body$,2009,1,1,Not only does your body bang,The letter you wrote me it still smells just like you,CUTS VERSE,,,,
how do you sleep?,Jesse McCartney,damn,230,0,615,6,first,profanity,^damn,2009,1,1,Damn those sweet memories,See things that I didn't before,"Ya, those sweet memories",,,,
how do you sleep?,Jesse McCartney,sleep,230,13,615,16,first,sexual,^sleep,2009,1,1,"How do you, how do you sleep?",How do you sleep?,"How do you, how do you sleep?",,Y,,
how do you sleep? (sam smith),Sam Smith,crazy,231,0,616,1,first,other,^crazy$,2019,1,1,"I am not this desperate, not this crazy","I am not this desperate, not, so ain't me","I am not this desperate, not, so ain't me",,,,
how long,Charlie Puth,creep,233,3,226,4,first,other,^creep,2018,1,1,You've been creepin' 'round on me,"While you're callin' me ""baby""",You've been creepin' 'round on me,,Y,,
how long,Charlie Puth,drunk,233,0,226,1,first,alcohol & drugs,^drunk,2018,1,1,"I was drunk, I was gone, that don't make it right, but","Promise there were no feelings involved, mmh","I was lost, I was gone, that don't make it right, but",,,,
i cry,Flo Rida,bless,237,0,228,1,first,other,^bless,2013,1,1,"Reality stressed when you're blessed, just kill critics",Rihanna kiss you on ya neck just kill critics,Rihanna kiss you on ya neck just kill critics,,,Y,
i cry,Flo Rida,champagne,237,0,228,1,first,alcohol & drugs,^champagne$,2013,1,1,Champagne buckets still got two tears in it,Ice cream buckets still got two tears in it,Ice cream buckets still got two tears in it,,,Y,
i cry,Flo Rida,poison,237,0,228,1,first,violence,^poison,2013,1,1,Put you in the box just as poisonous as cigarettes,Put you in the box just the presidents cigarettes,Put you in the box just the presidents cigarettes,,,Y,
i cry,Flo Rida,tattoo,237,0,228,1,first,other,^tattoo,2013,1,1,And I put that on my tattoo of Jimi Hendrix,And I put that on my picture of Jimi Hendrix,,,,Y,
i don't care,Ed Sheeran & Justin Bieber,kiss,239,0,229,1,first,sexual,^kiss,2019,1,1,"Read your lips, I'd rather kiss 'em right back","Move your lips, I'd rather say it right back","Move your lips, I'd rather say it right back",,,,
i don't care,Ed Sheeran & Justin Bieber,hell,239,0,229,1,first,profanity,^hell$,2019,1,1,"Finish my drink, say, ""Shall we dance?"" (Hell, yeah)","Finish my drink, say, ""Shall we dance?"" Oh yeah","Finish my drink, say, ""Shall we dance?"" Oh yeah",Y,,,
"i don't like it, i love it",Flo Rida,booty,240,0,619,1,first,sexual,^booty,2015,1,1,"Feel the bass, let ya booty go","I don't like it, no, I love it, I love it","Feel the base, let the music go",,,,
i don't wanna live forever,ZAYN & Taylor Swift,bullet,242,0,230,1,first,violence,^bullet,2017,1,1,Wondering if I dodged a bullet or just lost the love of my life,I don't wanna live forever,"Wondering if I dodged a problem or just lost the love of my life, oh",,,,
i gotta feeling,The Black Eyed Peas,god,248,0,232,3,first,other,^god,2010,1,1,"Go out and smash it like, ""Oh, my God!""","Let's paint the town, we'll shut it down","Go out and smash it like, oh, my gosh",,,,
i like it,"Cardi B, Bad Bunny & J Balvin",bang,251,0,235,1,first,sexual,^bang$,2018,1,1,"This is the new religion bang in Latino gang, gang, ¡yeh!",I said I like it like that,CUTS VERSE,,,,
i like it,"Cardi B, Bad Bunny & J Balvin",bitch,251,0,235,5,first,profanity,^bitch,2018,1,1,Where's my pen? Bitch I'm signin' (Signin'),"I like going to the jeweler, I put rocks all in my watch (Yeah)","Where's my pen? Yeah, I'm signin' (What?)",,,,
i like it,"Cardi B, Bad Bunny & J Balvin",blow,251,0,235,3,first,alcohol & drugs,^blow,2018,1,1,"Drop the top and blow the brains, woo (Woo, I said I like it like that)",I said I like it like that,"Drop the top, wind in our hair (I said I like it like that)",,,,
i like it,"Cardi B, Bad Bunny & J Balvin",body,251,0,235,1,first,sexual,^body$,2018,1,1,"They call me Cardi Bardi, banging body","Eating halal, driving the Lam'","They call us Kidz Bop, banging party",,,,
i like it,"Cardi B, Bad Bunny & J Balvin",club,251,0,235,1,first,other,^club$,2018,1,1,I spend in the club what you have in the bank (¡Wuh; ¡yeh!),Kidz Bop makes it perfect (I said I like it),CUTS VERSE,,,,
i like it,"Cardi B, Bad Bunny & J Balvin",diablo,251,0,235,1,first,other,^diablo,2018,1,1,"El Diablo me llama, pero Jesucristo me abraza (Amén)","Diamond district in the jack, jack (I said I like it like that)",CUTS VERSE,,,,
i like it,"Cardi B, Bad Bunny & J Balvin",shit,251,0,235,1,first,profanity,^shit,2018,1,1,I run this shit like cardio,Beat it up like piñatas (I said I like it like-),"I run this song like cardio, yeah",,,,
i like it,"Cardi B, Bad Bunny & J Balvin",gang,251,0,235,12,first,violence,^gang,2018,1,1,"Certified, you know I'm gang, gang, gang, gang (I said I like it like—woo)",KB,"Certified, you know I'm that, that, that, that (I said I like it like-, woo)",,,,
i like it,"Cardi B, Bad Bunny & J Balvin",hookah,251,0,235,3,first,alcohol & drugs,^hookah$,2018,1,1,"Y arranca pa'l carajo, cabrón, que a ti no te vo'a pasar la hookah (Hookah, hookah)",NA,CUTS VERSE,,,,
i like it,"Cardi B, Bad Bunny & J Balvin",nigga,251,0,235,1,first,profanity,^nigga,2018,1,1,I like proving niggas wrong,They dancing on top of the roof,I like proving others wrong,,,,
i like me better,Lauv,bed,252,0,236,1,first,sexual,^bed$,2018,1,1,"Waking up in this bed next to you swear the room, yeah, it got no ceiling",I knew from the first time,"Hanging out on the couch next to you, swear the room, yeah, it got no ceiling",,,,
i like me better,Lauv,damn,252,0,236,2,first,profanity,^damn,2018,1,1,Damn,To be young and in love in New York City,Yeah,,,,
i like me better,Lauv,drunk,252,0,236,1,first,alcohol & drugs,^drunk,2018,1,1,To be drunk and in love in New York City,But still know that I'm good,To be young and in love in New York City,,,,
i love it,Icona Pop,bitch,254,0,238,2,first,profanity,^bitch,2013,1,1,"You're from the '70s, but I'm a '90s bitch","You're from the 70's, but I'm a Kidz Bop Kid!","You're from the 70's, but I'm a Kidz Bop Kid!",,,,
i love it,Icona Pop,damn,254,0,238,2,first,profanity,^damn,2013,1,1,"You're so damn hard to please, we gotta kill this switch","You're so,so hard to please, we gotta flip this switch","You're so,so hard to please, we gotta flip this switch",,,,
i love it,Icona Pop,kill,254,0,238,2,first,violence,^kill,2013,1,1,"You're so damn hard to please, we gotta kill this switch","You're so,so hard to please, we gotta flip this switch","You're so,so hard to please, we gotta flip this switch",,,,
i love it,Icona Pop,shit,254,0,238,3,first,profanity,^shit,2013,1,1,I threw your shit into a bag and pushed it down the stairs,I threw your stuff into a bag and pushed it down the stairs,I threw your stuff into a bag and pushed it down the stairs,,,,
i need your love,Calvin Harris,high,262,0,239,4,first,alcohol & drugs,^high$,2014,1,1,"I feel so high, I come alive",When everything's wrong,"I feel so good, I come alive",,,,
i want you to know (ft. selena gomez),Zedd,bleed,NA,0,241,7,first,violence,^bleed,2015,1,1,You and me bleed the same light,NA,You and me bleed the same light,,Y,,
i'm not the only one,Sam Smith,crazy,257,3,621,4,first,other,^crazy$,2015,1,1,You say I'm crazy,Now sadly I know why,You say I'm crazy,,,Y,
i'm not the only one,Sam Smith,lord,257,0,621,1,first,other,^lord$,2015,1,1,Even though Lord knows you kept mine,Not having you around,,,,Y,
i'm so tired...,Lauv & Troye Sivan,cut,259,0,246,1,first,violence,^cut$,2019,1,1,Buzz cut season like you're still around,Strangers,Buzzcut season like you're still around,,Y,,
i'm so tired...,Lauv & Troye Sivan,kill,259,0,246,1,first,violence,^kill,2019,1,1,"Strangers, killing my lonely nights with strangers","So tired of love songs, tired of love songs","Strangers, watching them all pass by those strangers",,,,
i'm still in love with you (ft. sasha),Sean Paul,body,NA,0,247,1,first,sexual,^body$,2004,1,1,And a-make your body twirl,NA,,,,Y,
i'm still in love with you (ft. sasha),Sean Paul,bless,NA,0,247,4,first,other,^bless,2004,1,1,This blessed love will never part,NA,,,,Y,
i'm still in love with you (ft. sasha),Sean Paul,kiss,NA,0,247,4,first,sexual,^kiss,2004,1,1,I and I nuh have no time for no kissing and charm,NA,,,,Y,
i'm still in love with you (ft. sasha),Sean Paul,man,NA,0,247,12,first,identity,^man$,2004,1,1,That a man is just a man,NA,,,,Y,
i'm still in love with you (ft. sasha),Sean Paul,thug,NA,0,247,1,first,violence,^thug,2004,1,1,"A true me give her thug love and say, ""bye, bye, bye""",NA,,,,Y,
i'm the one,DJ Khaled,bed,260,0,622,1,first,sexual,^bed$,2017,1,1,"She don't got no bed frame, she don't got no tables","Don't you know, girl? Don't you know, girl?",CUTS VERSE,,,,
i'm the one,DJ Khaled,bitch,260,0,622,3,first,profanity,^bitch,2017,1,1,"Baby, that's only me, bitch, it okay with me",I am the one for you (I'm the one),CUTS VERSE,,,,
i'm the one,DJ Khaled,body,260,1,622,2,first,sexual,^body$,2017,1,1,Not just any fuckin' body,NA,Not just any somebody,,,,
i'm the one,DJ Khaled,booty,260,0,622,1,first,sexual,^booty,2017,1,1,Then she went and put that booty on that Gucci belt,"Oh-eh-oh-oh-oh, eh-oh",CUTS VERSE,,,,
i'm the one,DJ Khaled,bottle,260,0,622,1,first,alcohol & drugs,^bottle,2017,1,1,"She say she want bottles, she ain't got no table",Okay though,CUTS VERSE,,,,
i'm the one,DJ Khaled,club,260,0,622,1,first,other,^club$,2017,1,1,When I met her in the club I asked her who she felt,I'm the one,CUTS VERSE,,,,
i'm the one,DJ Khaled,fuck,260,0,622,1,first,profanity,fuck,2017,1,1,Not just any fuckin' body,NA,Not just any somebody,,,,
