song_name,og_artist,badword,kb_idx,numOccurKB,og_idx,numOccurOG,data,category,anchored,year,isCensored,isPresent,ogCase1,kbReplace1,jdCheck,forQuiz,noEdit,dropSong,replaceSong
24k magic,Bruno Mars,bless,4,0,5,1,first,other,^bless,2016,1,1,Hashtag blessed,Head to toe soul player,CUTS VERSE,,,,
24k magic,Bruno Mars,jesus,4,0,5,1,first,other,^jesus,2016,1,1,Got to blame it on Jesus,24 karat magic in the air,CUTS VERSE,,,,
24k magic,Bruno Mars,man,4,0,5,2,first,identity,^man$,2016,1,1,"Ooh shit, I'm a dangerous man with some money in my pocket",Why you mad? Fix ya face,"Ooh yeah, I'm a dangerous one with some money in my pocket",,,,
24k magic,Bruno Mars,gang,4,0,5,2,first,violence,^gang,2016,1,1,Gangstas (gangstas),Why you mad? Fix ya face,CUTS VERSE,,,,
24k magic,Bruno Mars,sip,4,0,5,2,first,alcohol & drugs,^sip$,2016,1,1,"First, take your sip (sip), do your dip (dip)",Put your pinky rings up to the moon,CUTS VERSE,,,,
24k magic,Bruno Mars,pimp,4,0,5,1,first,sexual,^pimp,2016,1,1,I gotta show 'em how a pimp get it in,"Hey kids, come on",CUTS VERSE,,,,
24k magic,Bruno Mars,shit,4,0,5,2,first,profanity,^shit,2016,1,1,"Ooh shit, I'm a dangerous man with some money in my pocket",Why you mad? Fix ya face,"Ooh yeah, I'm a dangerous one with some money in my pocket",,,,
2u (ft. justin bieber),David Guetta,bed,NA,0,6,1,first,sexual,^bed$,2017,1,1,Ain't gotta wake up to an empty bed,NA,,,,Y,
2u (ft. justin bieber),David Guetta,crime,NA,0,6,3,first,violence,^crime,2017,1,1,"When it comes to you, there's no crime",NA,,,,Y,
4 minutes,Madonna,hell,5,0,7,1,first,profanity,^hell$,2008,1,1,"The road to hell is paved with good intentions, yeah",NA,"The road to heaven paved with good intentions, yeah",,,,
7 rings,Ariana Grande,addict,6,0,8,1,first,alcohol & drugs,^addict,2019,1,1,Think retail therapy my new addiction,Think retail therapy my new addition,Think retail therapy my new addition,,,,
7 rings,Ariana Grande,ass,6,0,8,1,first,profanity,^ass$,2019,1,1,"When you see them racks, they stacked up like my ass, yeah","When you see them racks, they stacked up like real fast, yeah","When you see them racks, they stacked up like real fast, yeah",,,,
7 rings,Ariana Grande,bitch,6,0,8,2,first,profanity,^bitch,2019,1,1,"Been through some bad shit, I should be a sad bitch","Been through the baddest, it should be the saddest","Been through the baddest, it should be the saddest",Y,,,
7 rings,Ariana Grande,bottle,6,0,8,1,first,alcohol & drugs,^bottle,2019,1,1,"Yeah, breakfast at Tiffany's and bottles of bubbles","Yeah, breakfast at Tiffany's, it won't burst my bubble","Yeah, breakfast at Tiffany's, it won't burst my bubble",,,,
7 rings,Ariana Grande,bubbles,6,0,8,1,first,alcohol & drugs,^bubbles$,2019,1,1,"Yeah, breakfast at Tiffany's and bottles of bubbles","Yeah, breakfast at Tiffany's, it won't burst my bubble","Yeah, breakfast at Tiffany's, it won't burst my bubble",,,,
7 rings,Ariana Grande,juice,6,0,8,1,first,alcohol & drugs,^juice$,2019,1,1,"Never mind, I got the juice","Never mind, what is the use?","Never mind, what is the use?",,,,
7 rings,Ariana Grande,shit,6,0,8,1,first,profanity,^shit,2019,1,1,"Been through some bad shit, I should be a sad bitch","Been through the baddest, it should be the saddest","Been through the baddest, it should be the saddest",,,,
7 rings,Ariana Grande,tattoo,6,0,8,1,first,other,^tattoo,2019,1,1,Girls with tattoos who like getting in trouble,Girls with a dream who like getting in trouble,Girls with a dream who like getting in trouble,,,,
7 years,Lukas Graham,drink,8,0,10,1,first,alcohol & drugs,^drink,2016,1,1,By eleven smoking herb and drinking burning liquor,By eleven hanging out and thinking we were slicker,By eleven hanging out and thinking we were slicker,,,,
7 years,Lukas Graham,liquor,8,0,10,1,first,alcohol & drugs,^liquor,2016,1,1,By eleven smoking herb and drinking burning liquor,By eleven hanging out and thinking we were slicker,By eleven hanging out and thinking we were slicker,,,,
7 years,Lukas Graham,smoking,8,0,10,1,first,alcohol & drugs,^smoking,2016,1,1,By eleven smoking herb and drinking burning liquor,By eleven hanging out and thinking we were slicker,By eleven hanging out and thinking we were slicker,,,,
7 years,Lukas Graham,woman,8,0,10,1,first,identity,^woman$,2016,1,1,My woman brought children for me,So I can sing them all my songs and I can tell them stories,I hope I have children for me?,,,,
a nightmare on my street,DJ Jazzy Jeff & The Fresh Prince,juice,29,0,573,1,first,alcohol & drugs,^juice$,2004,1,1,I went downstairs to grab some juice or a Coke,But when I got home and laid down to sleep,,,,Y,
a nightmare on my street,DJ Jazzy Jeff & The Fresh Prince,coke,29,0,573,1,first,alcohol & drugs,^coke$,2004,1,1,I went downstairs to grab some juice or a Coke,But when I got home and laid down to sleep,,,,Y,
a nightmare on my street,DJ Jazzy Jeff & The Fresh Prince,man,29,9,573,10,first,identity,^man$,2004,1,1,We saw Elm Street and man it was def,"Buggin' , cold havin' a ball",,,,Y,
airplanes,B.o.B,hell,12,0,14,1,first,profanity,^hell$,2011,1,1,And back when I was rappin' for the hell of it,And back when I was rappin' for the thrill of it,And back when I was rappin' for the thrill of it,,,,
airplanes,B.o.B,shit,12,0,14,1,first,profanity,^shit,2011,1,1,And get back to the music that started this shit?,And get back to the music that started this hit,And get back to the music that started this hit,,,,
alejandro,Lady Gaga,cigarette,13,0,15,4,first,alcohol & drugs,^cigarette,2010,1,1,Just smoke my cigarette and hush,Alejandro,Just walk away from me and hush,,,,
alejandro,Lady Gaga,kiss,13,0,15,5,first,sexual,^kiss,2010,1,1,"Don't wanna kiss, don't wanna touch",Don't call my name,"Don't wanna miss, don't want too much",,,,
alejandro,Lady Gaga,smoke,13,0,15,4,first,alcohol & drugs,^smoke,2010,1,1,Just smoke my cigarette and hush,Alejandro,Just walk away from me and hush,,,,
alejandro,Lady Gaga,touch,13,0,15,5,first,sexual,^touch,2010,1,1,"Don't wanna kiss, don't wanna touch",Don't call my name,"Don't wanna miss, don't want too much",,,,
all about that bass,Meghan Trainor,bitch,15,0,18,1,first,profanity,^bitch,2015,1,1,Go ahead and tell them skinny bitches that,Because you know I'm,Go ahead and tell them skinny ladies that,,,,
all about that bass,Meghan Trainor,booty,15,0,18,11,first,sexual,^booty,2015,1,1,"She says, boys like a little more booty to hold at night",I see the magazine workin' that Photoshop,"She says, ""Don't let it keep you at home in your room at night.""",,,,
all about that bass,Meghan Trainor,shit,15,0,18,1,first,profanity,^shit,2015,1,1,"We know that shit ain't real, come on now, make it stop","But I can shake it, shake it","We know that it ain't real, c'mon now, make it stop",,,,
all i have,Jennifer Lopez,creep,16,1,572,2,first,other,^creep,2003,1,1,"Especially me, I was creepin' all over town (Creepin')",That's the way you used to giggle right before I put it down,"Especially me, I was creepin' all over town",,Y,,
all of me,John Legend,curve,17,0,19,3,first,sexual,^curve,2014,1,1,Love your curves and all your edges,Your my end and my begining,Love your words and all your edges,,,,
all the right moves,OneRepublic,dead,19,0,21,1,first,violence,^dead$,2010,1,1,Over the world that's dead,"They say everybody knows, everybody knows",Over the world that's lead,,,,
all time low,Jon Bellion,lips,21,0,23,1,first,sexual,^lips$,2017,1,1,Would put your lips on mine and love the aftertaste,We put your hand in mine and love the afterthought now,We put your hand in mine and love the afterthought now,,,,
all time low,Jon Bellion,shit,21,0,23,6,first,profanity,^shit,2017,1,1,"But that shit's broken, that shit's broken","But that thing is broken, that thing is broken","But that thing is broken, that thing is broken",,,,
already gone,Kelly Clarkson,poison,23,0,25,1,first,violence,^poison,2010,1,1,We could feel the poison set in,Perfect couldn't keep this love alive,We could feel the power set in,,,,
already gone,Kelly Clarkson,kiss,23,0,25,1,first,sexual,^kiss,2010,1,1,It started with a perfect kiss then,We could feel the power set in,It started with a perfect thing then,,,,
american boy,Estelle,drink,24,0,27,1,first,alcohol & drugs,^drink,2009,1,1,"Ribena, I know what you're drinking",NA,CUTS VERSE,,,,
american boy,Estelle,clothes,24,1,27,2,first,sexual,^clothes$,2009,1,1,Dressed in all your fancy clothes,"Take me to New York, I'd love to see L.A",Dressed in all your fancy clothes,,Y,,
american boy,Estelle,fuck,24,0,27,1,first,profanity,fuck,2009,1,1,"Reluctantly, because most of this press don't fuck with me","American boy, American boy, American",,,,,
american boy,Estelle,crazy,24,0,27,1,first,other,^crazy$,2009,1,1,"He crazy, I know what you thinking",NA,CUTS VERSE,,,,
american boy,Estelle,kill,24,0,27,1,first,violence,^kill,2009,1,1,Who killing them in the UK?,I really want to come kick it with you,CUTS VERSE,,,,
american boy,Estelle,hell,24,0,27,1,first,profanity,^hell$,2009,1,1,So to hell with all that rubbish,NA,CUTS VERSE,,,,
animal,Neon Trees,kill,30,0,30,1,first,violence,^kill,2011,1,1,You're killin' me now,Why can't you understand?,You're losing me now,,,,
are you gonna be my girl,Jet (band),man,34,0,33,3,first,identity,^man$,2004,1,1,"But you were with another man, yeah",With her get back stare,"But you were with another boy, yeah",,,,
attention,Charlie Puth,dress,38,3,35,4,first,sexual,^dress$,2017,1,1,"I know that dress is karma, perfume regret","I know that dress is karma, filled with regret","I know that dress is karma, filled with regret",,,,
axel f,Crazy Frog,crazy,NA,0,36,6,first,other,^crazy$,2014,1,1,This is the Crazy Frog,NA,,,,Y,
back to you,Selena Gomez,fight,40,0,575,1,first,violence,^fight,2018,1,1,"And I could fight, but what's the use?",I'd go back to you,CUTS VERSE,,,,
bad at love,Halsey,bitch,41,0,576,1,first,profanity,^bitch,2018,1,1,Now he's gone and he's calling me a bitch again,Now he's gone and he's calling me to talk again,Now he's gone and he's calling me to talk again,,,,
bad at love,Halsey,jack,41,0,576,1,first,alcohol & drugs,^jack$,2018,1,1,And he tastes like Jack when I'm kissing him,And it takes me back when I think of him,And it takes me back when I think of him,,,,
bad at love,Halsey,kiss,41,0,576,1,first,sexual,^kiss,2018,1,1,And he tastes like Jack when I'm kissing him,And it takes me back when I think of him,And it takes me back when I think of him,,,,
bad blood,Taylor Swift,amnesia,42,0,38,1,first,other,^amnesia,2015,1,1,"Follow procedure, remember? Oh, wait, you got amnesia","And, baby, now we got bad blood",,,,,https://genius.com/Taylor-swift-bad-blood-lyrics
bad blood,Taylor Swift,blood,42,12,38,16,first,violence,^blood,2015,1,1,"‘Cause, baby, now we've got bad blood","Cause, baby, now we got bad blood",,,,,https://genius.com/Taylor-swift-bad-blood-lyrics
bad blood,Taylor Swift,body,42,0,38,1,first,sexual,^body$,2015,1,1,"Battle scars, body bumped, bruised",Did you think we'd be fine?,,,,,https://genius.com/Taylor-swift-bad-blood-lyrics
bad blood,Taylor Swift,bullet,42,0,38,2,first,violence,^bullet,2015,1,1,Band-Aids don't fix bullet holes,And I don't think we can solve them,,,,,https://genius.com/Taylor-swift-bad-blood-lyrics
bad blood,Taylor Swift,cut,42,0,38,4,first,violence,^cut$,2015,1,1,You made a really deep cut,"Cause, baby, now we got bad blood",,,,,https://genius.com/Taylor-swift-bad-blood-lyrics
bad blood,Taylor Swift,stabbed,42,0,38,1,first,violence,^stabbed$,2015,1,1,"Stabbed in the back; brimstone, fire jumping through",I don't think I want you back in my life,,,,,https://genius.com/Taylor-swift-bad-blood-lyrics
battlefield,Jordin Sparks,fight,46,4,42,7,first,violence,^fight,2010,1,1,Don't even know what we're fighting for,You know I never wanna hurt you,Don't even know what we're fighting for,,Y,,
battlefield,Jordin Sparks,war,46,3,42,7,first,violence,^war$,2010,1,1,One word turns into war,One minute it's love and suddenly,"One word turns in two, oh",,,,
be without you,Mary J. Blige,shit,64,0,44,1,first,profanity,^shit,2006,1,1,(Yes) We got real shit,Call the radio if you just can't be without your baby,"Yes, we got real, yeah, yes",,,,
beautiful (bazzi),Bazzi,dress,48,0,577,1,first,sexual,^dress$,2019,1,1,The way that dress fall off you is amazing,"Oh my gosh, where did the time go?",CUTS VERSE,,,,
beautiful (bazzi),Bazzi,god,48,1,577,2,first,other,^god,2019,1,1,Swear to God that I loved her,"Yeah, you know that I loved her","Yeah, you know that I loved her",,,,
beautiful (bazzi),Bazzi,henny,48,0,577,1,first,alcohol & drugs,^henny$,2019,1,1,Now a Backwood and some Henny got you faded,This is all I need to hear to know we made it,This is all I need to hear to know we made it,,,,
beautiful (bazzi),Bazzi,naked,48,0,577,3,first,sexual,^naked,2019,1,1,But nothing can compare to when you're naked,But nothing can compare to when you're singing,But nothing can compare to when you're singing,,,,
beautiful girls,Sean Kingston,crime,49,0,46,1,first,violence,^crime,2008,1,1,"Oh, when I went away for doin' my first crime",It was back in '99,"Oh, when I went away I was gone a long time",,,,
beautiful girls,Sean Kingston,damn,49,0,46,4,first,profanity,^damn,2008,1,1,"Damn, all these beautiful girls",They only wanna do your dirt,"Hey, all these beautiful girls",,,,
beautiful girls,Sean Kingston,suicidal,49,0,46,18,first,other,^suicidal$,2008,1,1,"You'll have me suicidal, suicidal",When you say it's over,"You'll have me in denial, in denial",,,,
beautiful people,Ed Sheeran,champagne,51,0,48,2,first,alcohol & drugs,^champagne$,2019,1,1,Champagne and rolled-up notes,In pain and no one knows,In pain and no one knows,,,,
beauty and a beat,Justin Bieber,bitch,53,0,50,1,first,profanity,^bitch,2013,1,1,Bitches couldn't get on my incline,"Baby, do it like you do",CUTS VERSE,,,,
beauty and a beat,Justin Bieber,body,53,2,50,4,first,sexual,^body$,2013,1,1,Body rock,When the music makes you move,Really rock,,,,
beauty and a beat,Justin Bieber,buns,53,0,50,1,first,sexual,^buns$,2013,1,1,"Buns out, weiner, but I gotta keep an eye out for Selener",It's all about you,CUTS VERSE,,,,
beauty and a beat,Justin Bieber,ink,53,0,50,1,first,other,^ink$,2013,1,1,"In time, ink lines",When the music makes you move,CUTS VERSE,,,,
beauty and a beat,Justin Bieber,priest,53,0,50,1,first,other,^priest,2013,1,1,Beautiful confessions of the priest,"(Yeah, yeah, yeah, yeah, let's go, let's go)",CUTS VERSE,,,,
because of you,Kelly Clarkson,damn,54,0,578,1,first,profanity,^damn,2006,1,1,For the same damn thing,"I learned to stay on the safe side, so I don't get hurt",For the same old thing,,,,
because of you,Kelly Clarkson,die,54,0,578,1,first,violence,^die$,2006,1,1,"I watched you die, I heard you cry every night in your sleep",And now I cry in the middle of the night for the same old thing,"I watched you cry, I heard you cry every night in your sleep",,,,
believer,Imagine Dragons,bullet,57,0,53,3,first,violence,^bullet,2017,1,1,"Pain! Oh, let the bullets fly, oh, let them rain",Pain!,"Pain! Let the feelings fly, oh let them rain",,,,
best song ever,One Direction,dirty,59,0,55,1,first,sexual,^dirty$,2014,1,1,Said I had a dirty mouth,Said I had a crooked smile (I got a crooked smile),Said I had a crooked smile,,,,
best song ever,One Direction,kiss,59,0,55,1,first,sexual,^kiss,2014,1,1,But she kissed me like she meant it,But she said it like she meant it,But she said it like she meant it,,,,
better now,Post Malone,drink,62,0,57,1,first,alcohol & drugs,^drink,2018,1,1,Drinkin' Henny and I'm tryna forget,Thinkin' heavy and I'm tryna forget (Whoa),Thinkin' heavy and I'm tryna forget,,,,
better now,Post Malone,henny,62,0,57,1,first,alcohol & drugs,^henny$,2018,1,1,Drinkin' Henny and I'm tryna forget,Thinkin' heavy and I'm tryna forget (Whoa),Thinkin' heavy and I'm tryna forget,,,,
better now,Post Malone,shit,62,0,57,1,first,profanity,^shit,2018,1,1,But I can't get this shit outta my head,But I can't get this stuff outta my head,But I can't get this stuff outta my head,,,,
beverly hills,Weezer,crap,63,0,58,1,first,profanity,^crap$,2006,1,1,My automobile is a piece of crap,My automobile isn't all that great,My automobile isn't all that great,,,,
big girls don't cry,Fergie,skin,65,0,59,1,first,sexual,^skin$,2008,1,1,The smell of your skin lingers on me now,You're probably on your flight back to your hometown,The smell of the air lingers with me now,,,,
billionaire,Travie McCoy,damn,66,0,60,1,first,profanity,^damn,2010,1,1,And damn sure do a lot more than FEMA did,And not a single tummy around me would know what hungry was,CUTS VERSE,,,,
billionaire,Travie McCoy,fuck,66,0,60,3,first,profanity,fuck,2010,1,1,I wanna be a billionaire so fucking bad,I wanna be a billionaire so very bad,I wanna be a billionaire so very bad,,,,
billionaire,Travie McCoy,shit,66,0,60,1,first,profanity,^shit,2010,1,1,And adopt a bunch of babies that ain't never had shit,Then I'll compliment him on his political etiquette,CUTS VERSE,,,,
blank space,Taylor Swift,god,69,0,580,2,first,other,^god,2015,1,1,"""Oh my God, look at that face","Oh my Gosh, look at that face","Oh my Gosh, look at that face",,,,
blank space,Taylor Swift,drunk,69,0,580,1,first,alcohol & drugs,^drunk,2015,1,1,I get drunk on jealousy,"Cause, darling, It's a nightmare dressed like a daydream",I get lost on jealousy,,,,
blank space,Taylor Swift,high,69,0,580,3,first,alcohol & drugs,^high$,2015,1,1,If the high was worth the pain,Got a long list of some others,If it all was worth the pain,,,,
blank space,Taylor Swift,insane,69,0,580,6,first,other,^insane,2015,1,1,They'll tell you I'm insane,Cause you know I love the haters,They'll tell you I'm to blame,,,,
bleeding love,Leona Lewis,bleed,70,20,63,26,first,violence,^bleed,2008,1,1,Keep bleeding,"Keep bleeding, keep, keep bleeding love",Keep bleeding,,Y,,
bleeding love,Leona Lewis,cut,70,6,63,7,first,violence,^cut$,2008,1,1,You cut me open and I,"Keep bleeding, keep, keep bleeding love",You cut me open and I,,Y,,
boom boom pow,The Black Eyed Peas,apeshit,72,0,64,1,first,profanity,^apeshit,2009,1,1,"When I step inside the room, them girls go apeshit, mmm","Y'all gettin' hit with boom, boom","When, when I step inside the room them girls go crazy, uhm",,,,
boom boom pow,The Black Eyed Peas,dies,72,0,64,1,first,violence,^dies$,2009,1,1,The Energy Never Dies,"Boom, boom, boom, gotta get, get",CUTS VERSE,,,,
boom boom pow,The Black Eyed Peas,sex,72,0,64,1,first,sexual,^sex,2009,1,1,"Sexy ladies, extra longer","This beat go boom, boom",CUTS VERSE,,,,
boom boom pow,The Black Eyed Peas,shit,72,0,64,7,first,profanity,^shit,2009,1,1,"That digital spit, next level visual shit","Boom, boom, boom, gotta get, get",CUTS VERSE,,,,
born this way,Lady Gaga,lesbian,74,0,66,1,first,identity,^lesbian,2011,1,1,"Lesbian, transgender life",NA,CUTS VERSE,,,,
born this way,Lady Gaga,gay,74,0,66,1,first,identity,^gay$,2011,1,1,"No matter gay, straight, or bi",NA,CUTS VERSE,,,,
born this way,Lady Gaga,god,74,1,66,3,first,other,^god,2011,1,1,Cause God makes no mistakes,I WAS BORN THIS WAY,Cause God makes no mistakes,,Y,,
born this way,Lady Gaga,transgender,74,0,66,1,first,identity,^transgender,2011,1,1,"Lesbian, transgender life",NA,CUTS VERSE,,,,
boulevard of broken dreams,Green Day,fuck,76,0,582,1,first,profanity,fuck,2005,1,1,"What's fucked up, and everything's all right",That divides me somewhere in my mind,What's messed up and everything's all right,,,,
brave,Sara Bareilles,drug,78,0,583,1,first,alcohol & drugs,^drug,2014,1,1,You can turn a phrase into a weapon or a drug,You can turn a phrase into a put-down or a hug,You can turn a phrase into a put-down or a hug,,,,
brave,Sara Bareilles,weapon,78,0,583,1,first,violence,^weapon,2014,1,1,You can turn a phrase into a weapon or a drug,You can turn a phrase into a put-down or a hug,You can turn a phrase into a put-down or a hug,,,,
"​break up with your girlfriend, i'm bored",Ariana Grande,shit,NA,0,72,1,first,profanity,^shit,2019,1,1,This shit always happen to me (Yeah),NA,These things always happen to me (Yeah),,,,
"​break up with your girlfriend, i'm bored",Ariana Grande,crazy,NA,0,72,1,first,other,^crazy$,2019,1,1,You could call me crazy 'cause I want you,NA,CUTS VERSE,,,,
"​break up with your girlfriend, i'm bored",Ariana Grande,fuck,NA,0,72,2,first,profanity,fuck,2019,1,1,Took one fuckin' look at your face (Hmm),NA,Took another look at your face (Hmm),,,,
breakaway,Kelly Clarkson,pray,79,2,74,4,first,other,^pray,2005,1,1,I would pray (I would pray),I would pray,I would pray,,Y,,
breakeven,The Script,god,80,0,75,2,first,other,^god,2010,1,1,Just praying to a God that I don't believe in,Just praying to a thing that i don't believe in,Just praying to a thing that i don't believe in,,,,
breakeven,The Script,man,80,0,75,1,first,identity,^man$,2010,1,1,She finally met a man that's gonna put her first,She finally met a boy that's gonna put her first,She finally met a boy that's gonna put her first,,,,
breathin,Ariana Grande,shit,83,0,76,2,first,profanity,^shit,2018,1,1,I know that all this shit's fabricated,"Don't know what else to try, but you tell me every time",How did I know this is fabricated? Oh,,,,
breathin,Ariana Grande,medicate,83,0,76,1,first,other,^medicate,2018,1,1,"I can so over-complicate, people tell me to medicate",How did I know this is fabricated? Oh,"I can so over-complicate, people tell me to elevate",,,,
bring me to life,Evanescence,spirits,85,0,585,1,first,alcohol & drugs,^spirits$,2003,1,1,My spirit's sleeping somewhere cold,Where I've become so numb,My spirit sleeping somewhere cold,,Y,,
bts - 작은 것들을 위한 시 (boy with luv) ft. halsey (romanized),Genius Romanizations,high,NA,0,68,1,first,alcohol & drugs,^high$,2019,1,1,You got me high so fast,NA,You got me high so fast,,Y,Y,
bulletproof,La Roux,bullet,87,10,79,12,first,violence,^bullet,2011,1,1,"This time, baby, I’ll be bulletproof",Been there,This time baby I'll bee bulletproof,,Y,,
burnin' up,Jonas Brothers,high,89,1,587,2,first,alcohol & drugs,^high$,2009,1,1,"High heels (High heels), red dress (Red dress)","All by yourself, gotta catch my breath","High heels, red dress",,Y,,
burnin' up,Jonas Brothers,dress,89,1,587,2,first,sexual,^dress$,2009,1,1,"High heels (High heels), red dress (Red dress)","All by yourself, gotta catch my breath","High heels, red dress",,Y,,
burnin' up,Jonas Brothers,man,89,0,587,1,first,identity,^man$,2009,1,1,"Baby, who turned the temperature hotter? (Come on, man)",And I'm tryin' to keep from goin' under,Baby who turned the temperature hotter?,,Y,,
cake by the ocean,DNCE,fuck,91,0,81,7,first,profanity,fuck,2016,1,1,Let's lose our minds and go fucking crazy,"Walk with me, baby",Let's lose our minds and go crazy crazy,,,,
cake by the ocean,DNCE,damn,91,0,81,1,first,profanity,^damn,2016,1,1,"Ah, ya, ya, ya, ya I keep on hopin' we'll eat cake by the ocean (I keep on hopin', hot damn)",NA,Ah ya ya ya ya I keep on hoping we'll eat cake by the ocean,,,,
cake by the ocean,DNCE,god,91,0,81,1,first,other,^god,2016,1,1,Goddamn,"Want another taste, I'm saying, ""Oh yeah""",Oh yeah,,,,
california gurls,Katy Perry,ass,92,0,82,1,first,profanity,^ass$,2010,1,1,All that ass hanging out,California,CUTS VERSE,,,,
california gurls,Katy Perry,bikini,92,0,82,4,first,sexual,^bikini,2010,1,1,"Daisy Dukes, bikinis on top","California gurls, we're unforgettable",CUTS VERSE,,,,
california gurls,Katy Perry,creep,92,0,82,1,first,other,^creep,2010,1,1,Trying to creep a little sneak peek (At us),Tryna act a little crazy,Tryna act a little crazy,,,,
california gurls,Katy Perry,buns,92,0,82,1,first,sexual,^buns$,2010,1,1,"Kiss her, touch her, squeeze her buns (Uh!)","Sun-kissed beach, so hot, will melt your Popsicle",CUTS VERSE,,,,
california gurls,Katy Perry,gin,92,0,82,1,first,alcohol & drugs,^gin$,2010,1,1,Sipping gin and juice,Laying underneath the palm trees,Sippin' on a juice,,,,
california gurls,Katy Perry,kiss,92,0,82,1,first,sexual,^kiss,2010,1,1,"Kiss her, touch her, squeeze her buns (Uh!)","Sun-kissed beach, so hot, will melt your Popsicle",CUTS VERSE,,,,
california gurls,Katy Perry,sex,92,0,82,2,first,sexual,^sex,2010,1,1,Sex (Sex) on the beach,"West Coast represent, now put your hands up",CUTS VERSE,,,,
california gurls,Katy Perry,freak,92,0,82,2,first,sexual,^freak,2010,1,1,We freak in my Jeep ​*horn honks*​,"(Oh, oh-oh, oh-oh, oh-oh)",CUTS VERSE,,,,
california gurls,Katy Perry,man,92,0,82,1,first,identity,^man$,2010,1,1,"California gurls, man",NA,California gurls,,,,
california gurls,Katy Perry,martini,92,0,82,1,first,alcohol & drugs,^martini,2010,1,1,"Bikinis, zucchinis, martinis, no weenies",California gurls,CUTS VERSE,,,,
california gurls,Katy Perry,skin,92,0,82,3,first,sexual,^skin$,2010,1,1,"Sun-kissed skin so hot, we'll melt your popsicle","Fine, fresh, fierce, we got it on lock","Sun-kissed beach, so hot, will melt your Popsicle",,,,
california gurls,Katy Perry,touch,92,0,82,1,first,sexual,^touch,2010,1,1,"Kiss her, touch her, squeeze her buns (Uh!)","Sun-kissed beach, so hot, will melt your Popsicle",CUTS VERSE,,,,
call me maybe,Carly Rae Jepsen,skin,93,0,83,2,first,sexual,^skin$,2012,1,1,"Ripped jeans, skin was showin'","Ripped jeans, smile was showin'","Ripped jeans, smile was showin'",,,,
can't hold us,Macklemore & Ryan Lewis,shit,95,0,85,1,first,profanity,^shit,2013,1,1,"Trust me on my I-N-D-E-P-E-N-D-E-N-T shit, hustlin'",We give that to the people,,,,Y,
can't stop the feeling!,Justin Timberlake,body,96,6,86,8,first,sexual,^body$,2016,1,1,I feel that hot blood in my body when it drops (ooh),"I feel that hot blood in my body when it drops, ooh","I feel that hot blood in my body when it drops, ooh",,Y,,
can't stop the feeling!,Justin Timberlake,creep,96,0,86,3,first,other,^creep,2016,1,1,"A feeling good, good, creeping up on you","A feeling good, good, dancing here with you","A feeling good, good, dancing here with you",,,,
castle on the hill,Ed Sheeran,cigarette,97,0,588,1,first,alcohol & drugs,^cigarette,2017,1,1,Fifteen years old and smoking hand-rolled cigarettes,"Once we got older, hoping the fun never ends","Once we got older, hoping the fun never ends",,,,
