"badword","id","kb_idx","numOccurKB","song_name","og_artist","og_idx","numOccurOG","category","anchored","year"
"guns",4,366,0,"old town road","Lil Nas X",4,0,"violence","^guns$",2019
"guns",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^guns$",2004
"hell",3,348,0,"my love is your love","Whitney Houston",3,0,"profanity","^hell$",2001
"hell",6,521,0,"till the world ends","Britney Spears",6,0,"profanity","^hell$",2011
"hell",2,186,0,"girl on fire","Alicia Keys",2,0,"profanity","^hell$",2013
"hell",1,42,0,"bad blood","Taylor Swift",1,0,"profanity","^hell$",2015
"hell",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"profanity","^hell$",2004
"hell",4,366,0,"old town road","Lil Nas X",4,0,"profanity","^hell$",2019
"hella",3,348,0,"my love is your love","Whitney Houston",3,0,"profanity","^hella$",2001
"hella",1,42,0,"bad blood","Taylor Swift",1,0,"profanity","^hella$",2015
"hella",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"profanity","^hella$",2004
"hella",2,186,0,"girl on fire","Alicia Keys",2,0,"profanity","^hella$",2013
"hella",4,366,0,"old town road","Lil Nas X",4,0,"profanity","^hella$",2019
"hella",6,521,0,"till the world ends","Britney Spears",6,0,"profanity","^hella$",2011
"hellish",1,42,0,"bad blood","Taylor Swift",1,0,"profanity","^hellish$",2015
"hellish",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"profanity","^hellish$",2004
"hellish",6,521,0,"till the world ends","Britney Spears",6,0,"profanity","^hellish$",2011
"hellish",4,366,0,"old town road","Lil Nas X",4,0,"profanity","^hellish$",2019
"hellish",3,348,0,"my love is your love","Whitney Houston",3,0,"profanity","^hellish$",2001
"hellish",2,186,0,"girl on fire","Alicia Keys",2,0,"profanity","^hellish$",2013
"hennessy",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^hennessy$",2015
"hennessy",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^hennessy$",2001
"hennessy",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^hennessy$",2011
"hennessy",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^hennessy$",2019
"hennessy",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^hennessy$",2013
"hennessy",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^hennessy$",2004
"henny",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^henny$",2001
"henny",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^henny$",2011
"henny",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^henny$",2004
"henny",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^henny$",2015
"henny",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^henny$",2013
"henny",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^henny$",2019
"heroine",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^heroine",2015
"heroine",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^heroine",2019
"heroine",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^heroine",2004
"heroine",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^heroine",2013
"heroine",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^heroine",2001
"heroine",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^heroine",2011
"high",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^high$",2015
"high",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^high$",2019
"high",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^high$",2004
"high",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^high$",2013
"high",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^high$",2001
"high",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^high$",2011
"hip",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^hip$",2001
"hip",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^hip$",2004
"hip",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^hip$",2011
"hip",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^hip$",2013
"hip",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^hip$",2015
"hip",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^hip$",2019
"hips",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^hips$",2013
"hips",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^hips$",2004
"hips",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^hips$",2001
"hips",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^hips$",2015
"hips",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^hips$",2019
"hips",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^hips$",2011
"holy",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^holy$",2004
"holy",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^holy$",2019
"holy",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^holy$",2001
"holy",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^holy$",2015
"holy",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^holy$",2013
"holy",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^holy$",2011
"hookah",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^hookah$",2015
"hookah",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^hookah$",2001
"hookah",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^hookah$",2004
"hookah",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^hookah$",2013
"hookah",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^hookah$",2011
"hookah",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^hookah$",2019
"hustl",3,348,0,"my love is your love","Whitney Houston",3,0,"other","^hustl$",2001
"hustl",2,186,0,"girl on fire","Alicia Keys",2,0,"other","^hustl$",2013
"hustl",6,521,0,"till the world ends","Britney Spears",6,0,"other","^hustl$",2011
"hustl",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"other","^hustl$",2004
"hustl",1,42,0,"bad blood","Taylor Swift",1,0,"other","^hustl$",2015
"hustl",4,366,0,"old town road","Lil Nas X",4,0,"other","^hustl$",2019
"ice",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^ice$",2013
"ice",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^ice$",2001
"ice",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^ice$",2019
"ice",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^ice$",2015
"ice",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^ice$",2011
"ice",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^ice$",2004
"illegal",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^illegal",2001
"illegal",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^illegal",2013
"illegal",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^illegal",2011
"illegal",4,366,0,"old town road","Lil Nas X",4,0,"violence","^illegal",2019
"illegal",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^illegal",2004
"illegal",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^illegal",2015
"ink",3,348,0,"my love is your love","Whitney Houston",3,0,"other","^ink$",2001
"ink",6,521,0,"till the world ends","Britney Spears",6,0,"other","^ink$",2011
"ink",1,42,0,"bad blood","Taylor Swift",1,0,"other","^ink$",2015
"ink",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"other","^ink$",2004
"ink",2,186,0,"girl on fire","Alicia Keys",2,0,"other","^ink$",2013
"ink",4,366,0,"old town road","Lil Nas X",4,0,"other","^ink$",2019
"insane",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"mental health","^insane",2004
"insane",3,348,0,"my love is your love","Whitney Houston",3,0,"mental health","^insane",2001
"insane",4,366,0,"old town road","Lil Nas X",4,0,"mental health","^insane",2019
"insane",2,186,0,"girl on fire","Alicia Keys",2,0,"mental health","^insane",2013
"insane",6,521,0,"till the world ends","Britney Spears",6,0,"mental health","^insane",2011
"insane",1,42,0,"bad blood","Taylor Swift",1,0,"mental health","^insane",2015
"insanity",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"mental health","^insanity$",2004
"insanity",4,366,0,"old town road","Lil Nas X",4,0,"mental health","^insanity$",2019
"insanity",3,348,0,"my love is your love","Whitney Houston",3,0,"mental health","^insanity$",2001
"insanity",6,521,0,"till the world ends","Britney Spears",6,0,"mental health","^insanity$",2011
"insanity",1,42,0,"bad blood","Taylor Swift",1,0,"mental health","^insanity$",2015
"insanity",2,186,0,"girl on fire","Alicia Keys",2,0,"mental health","^insanity$",2013
"intoxicate",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^intoxicate",2004
"intoxicate",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^intoxicate",2015
"intoxicate",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^intoxicate",2001
"intoxicate",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^intoxicate",2013
"intoxicate",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^intoxicate",2011
"intoxicate",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^intoxicate",2019
"jack",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^jack$",2004
"jack",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^jack$",2001
"jack",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^jack$",2015
"jack",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^jack$",2019
"jack",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^jack$",2013
"jack",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^jack$",2011
"jesus",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"religious","^jesus",2004
"jesus",4,366,0,"old town road","Lil Nas X",4,0,"religious","^jesus",2019
"jesus",3,348,0,"my love is your love","Whitney Houston",3,0,"religious","^jesus",2001
"jesus",1,42,0,"bad blood","Taylor Swift",1,0,"religious","^jesus",2015
"jesus",2,186,0,"girl on fire","Alicia Keys",2,0,"religious","^jesus",2013
"jesus",6,521,0,"till the world ends","Britney Spears",6,0,"religious","^jesus",2011
"juice",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^juice$",2004
"juice",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^juice$",2001
"juice",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^juice$",2015
"juice",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^juice$",2019
"juice",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^juice$",2013
"juice",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^juice$",2011
"kill",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^kill",2011
"kill",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^kill",2015
"kill",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^kill",2004
"kill",4,366,0,"old town road","Lil Nas X",4,0,"violence","^kill",2019
"kill",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^kill",2013
"kill",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^kill",2001
"kiss",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^kiss",2004
"kiss",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^kiss",2001
"kiss",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^kiss",2015
"kiss",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^kiss",2019
"kiss",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^kiss",2013
"kiss",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^kiss",2011
"knife",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^knife",2013
"knife",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^knife",2004
"knife",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^knife",2015
"knife",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^knife",2011
"knife",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^knife",2001
"knife",4,366,0,"old town road","Lil Nas X",4,0,"violence","^knife",2019
"knives",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^knives",2001
"knives",1,42,0,"bad blood","Taylor Swift",1,1,"violence","^knives",2015
"knives",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^knives",2011
"knives",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^knives",2013
"knives",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^knives",2004
"knives",4,366,0,"old town road","Lil Nas X",4,0,"violence","^knives",2019
"leg",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^leg$",2013
"leg",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^leg$",2004
"leg",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^leg$",2001
"leg",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^leg$",2015
"leg",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^leg$",2019
"leg",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^leg$",2011
"legs",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^legs$",2004
"legs",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^legs$",2019
"legs",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^legs$",2001
"legs",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^legs$",2015
"legs",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^legs$",2013
"legs",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^legs$",2011
"lesbian",3,348,0,"my love is your love","Whitney Houston",3,0,"gender & sexuality","^lesbian",2001
"lesbian",2,186,0,"girl on fire","Alicia Keys",2,0,"gender & sexuality","^lesbian",2013
"lesbian",6,521,0,"till the world ends","Britney Spears",6,0,"gender & sexuality","^lesbian",2011
"lesbian",1,42,0,"bad blood","Taylor Swift",1,0,"gender & sexuality","^lesbian",2015
"lesbian",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"gender & sexuality","^lesbian",2004
"lesbian",4,366,0,"old town road","Lil Nas X",4,0,"gender & sexuality","^lesbian",2019
"lighter",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^lighter",2004
"lighter",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^lighter",2001
"lighter",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^lighter",2011
"lighter",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^lighter",2019
"lighter",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^lighter",2015
"lighter",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^lighter",2013
"lighters",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^lighters",2015
"lighters",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^lighters",2013
"lighters",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^lighters",2004
"lighters",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^lighters",2001
"lighters",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^lighters",2011
"lighters",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^lighters",2019
"lip",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^lip$",2004
"lip",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^lip$",2019
"lip",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^lip$",2015
"lip",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^lip$",2001
"lip",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^lip$",2011
"lip",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^lip$",2013
"lips",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^lips$",2004
"lips",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^lips$",2015
"lips",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^lips$",2011
"lips",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^lips$",2001
"lips",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^lips$",2019
"lips",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^lips$",2013
"liquor",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^liquor",2004
"liquor",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^liquor",2015
"liquor",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^liquor",2011
"liquor",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^liquor",2013
"liquor",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^liquor",2019
"liquor",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^liquor",2001
"lord",1,42,0,"bad blood","Taylor Swift",1,0,"religious","^lord$",2015
"lord",3,348,1,"my love is your love","Whitney Houston",3,2,"religious","^lord$",2001
"lord",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"religious","^lord$",2004
"lord",2,186,0,"girl on fire","Alicia Keys",2,0,"religious","^lord$",2013
"lord",6,521,0,"till the world ends","Britney Spears",6,0,"religious","^lord$",2011
"lord",4,366,0,"old town road","Lil Nas X",4,0,"religious","^lord$",2019
"man",1,42,0,"bad blood","Taylor Swift",1,0,"gender & sexuality","^man$",2015
"man",3,348,0,"my love is your love","Whitney Houston",3,0,"gender & sexuality","^man$",2001
"man",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"gender & sexuality","^man$",2004
"man",4,366,0,"old town road","Lil Nas X",4,0,"gender & sexuality","^man$",2019
"man",6,521,0,"till the world ends","Britney Spears",6,0,"gender & sexuality","^man$",2011
"man",2,186,0,"girl on fire","Alicia Keys",2,0,"gender & sexuality","^man$",2013
"maniac",6,521,0,"till the world ends","Britney Spears",6,0,"mental health","^maniac",2011
"maniac",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"mental health","^maniac",2004
"maniac",1,42,0,"bad blood","Taylor Swift",1,0,"mental health","^maniac",2015
"maniac",3,348,0,"my love is your love","Whitney Houston",3,0,"mental health","^maniac",2001
"maniac",2,186,0,"girl on fire","Alicia Keys",2,0,"mental health","^maniac",2013
"maniac",4,366,0,"old town road","Lil Nas X",4,0,"mental health","^maniac",2019
"marijuana",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^marijuana",2015
"marijuana",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^marijuana",2019
"marijuana",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^marijuana",2011
"marijuana",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^marijuana",2001
"marijuana",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^marijuana",2013
"marijuana",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^marijuana",2004
"martini",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^martini",2001
"martini",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^martini",2015
"martini",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^martini",2004
"martini",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^martini",2013
"martini",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^martini",2011
"martini",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^martini",2019
"masturbate",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^mastrubate",2011
"masturbate",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^mastrubate",2004
"masturbate",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^mastrubate",2013
"masturbate",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^mastrubate",2015
"masturbate",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^mastrubate",2019
"masturbate",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^mastrubate",2001
"mdma",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^mdma^",2011
"mdma",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^mdma^",2004
"mdma",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^mdma^",2013
"mdma",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^mdma^",2015
"mdma",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^mdma^",2019
"mdma",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^mdma^",2001
"medicate",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"mental health","^medicate",2004
"medicate",3,348,0,"my love is your love","Whitney Houston",3,0,"mental health","^medicate",2001
"medicate",2,186,0,"girl on fire","Alicia Keys",2,0,"mental health","^medicate",2013
"medicate",6,521,0,"till the world ends","Britney Spears",6,0,"mental health","^medicate",2011
"medicate",1,42,0,"bad blood","Taylor Swift",1,0,"mental health","^medicate",2015
"medicate",4,366,0,"old town road","Lil Nas X",4,0,"mental health","^medicate",2019
"men",3,348,0,"my love is your love","Whitney Houston",3,0,"gender & sexuality","^men$",2001
"men",1,42,0,"bad blood","Taylor Swift",1,0,"gender & sexuality","^men$",2015
"men",6,521,0,"till the world ends","Britney Spears",6,0,"gender & sexuality","^men$",2011
"men",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"gender & sexuality","^men$",2004
"men",4,366,0,"old town road","Lil Nas X",4,0,"gender & sexuality","^men$",2019
"men",2,186,0,"girl on fire","Alicia Keys",2,0,"gender & sexuality","^men$",2013
"meth",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^meth$",2004
"meth",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^meth$",2015
"meth",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^meth$",2001
"meth",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^meth$",2019
"meth",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^meth$",2011
"meth",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^meth$",2013
"molly",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^molly$",2004
"molly",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^molly$",2019
"molly",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^molly$",2015
"molly",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^molly$",2011
"molly",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^molly$",2001
"molly",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^molly$",2013
"moonshine",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^moonshine",2015
"moonshine",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^moonshine",2004
"moonshine",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^moonshine",2011
"moonshine",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^moonshine",2019
"moonshine",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^moonshine",2013
"moonshine",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^moonshine",2001
"murder",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^murder",2004
"murder",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^murder",2011
"murder",4,366,0,"old town road","Lil Nas X",4,0,"violence","^murder",2019
"murder",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^murder",2015
"murder",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^murder",2013
"murder",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^murder",2001
"naked",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^naked",2015
"naked",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^naked",2004
"naked",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^naked",2019
"naked",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^naked",2001
"naked",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^naked",2011
"naked",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^naked",2013
"neck",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^neck$",2004
"neck",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^neck$",2011
"neck",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^neck$",2015
"neck",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^neck$",2001
"neck",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^neck$",2013
"neck",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^neck$",2019
"nigga",2,186,0,"girl on fire","Alicia Keys",2,0,"slur","^nigga",2013
"nigga",6,521,0,"till the world ends","Britney Spears",6,0,"slur","^nigga",2011
"nigga",3,348,0,"my love is your love","Whitney Houston",3,0,"slur","^nigga",2001
"nigga",1,42,0,"bad blood","Taylor Swift",1,0,"slur","^nigga",2015
"nigga",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"slur","^nigga",2004
"nigga",4,366,0,"old town road","Lil Nas X",4,0,"slur","^nigga",2019
"overdose",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^overdose",2001
"overdose",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^overdose",2011
"overdose",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^overdose",2019
"overdose",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^overdose",2013
"overdose",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^overdose",2015
"overdose",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^overdose",2004
"panties",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^panties$",2011
"panties",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^panties$",2001
"panties",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^panties$",2013
"panties",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^panties$",2015
"panties",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^panties$",2019
"panties",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^panties$",2004
"pill",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^pill$",2001
"pill",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^pill$",2011
"pill",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^pill$",2015
