"song_name","og_artist","badword","kb_idx","numOccurKB","og_idx","numOccurOG","data","category","anchored","year","isCensored","isPresent","ogCase1","kbReplace1"
"live your life","T.I.","clothes","305","2","291","3","first","sexual","^clothes$","2009","1","1",NA,NA
"live your life","T.I.","counterfeit","305","0","291","1","first","other","^counterfeit","2009","1","1","Allergic to the counterfeit, impartial to the politics",NA
"live your life","T.I.","pray","305","0","291","1","first","other","^pray","2009","1","1","I pray for patience but they make me wanna melt they face away","Got my mind on my money and I'm not goin' away"
"live your life","T.I.","nigga","305","0","291","1","first","profanity","^nigga","2009","1","1","Articulate, but still I'll grab a nigga by the collar quick",NA
"live your life","T.I.","piss","305","0","291","1","first","profanity","^piss","2009","1","1","Unhappy with the riches cause you're piss poor morally",NA
"live your life","T.I.","thug","305","0","291","1","first","violence","^thug","2009","1","1","Been thuggin' all my life, can't say I don't deserve to take a break","Look in the mirror and keep on shinin'"
"livin la vida loca","Ricky Martin","lips","306","3","636","4","first","sexual","^lips$","2001","1","1","Her lips are devil red","She must've slipped me a sleeping pill"
"livin la vida loca","Ricky Martin","devil","306","3","636","4","first","other","^devil","2001","1","1","Her lips are devil red","She must've slipped me a sleeping pill"
"locked out of heaven","Bruno Mars","sex","307","0","292","4","first","sexual","^sex","2013","1","1","'Cause your sex takes me to paradise","But swimming in your world is something spiritual"
"look what you made me do","Taylor Swift","gun","309","0","296","1","first","violence","^gun$","2018","1","1","You said the gun was mine","You said this thing was mine"
"lost boy","Ruth B.","high","NA","0","298","1","first","alcohol & drugs","^high$","2016","1","1","I saw a shadow flying high",NA
"lost boy","Ruth B.","man","NA","0","298","1","first","identity","^man$","2016","1","1","My only friend was the man in the Moon",NA
"love lies","Khalid & Normani","damn","313","0","299","1","first","profanity","^damn","2019","1","1","But I've been waitin' for you for my whole damn life","But I've been waitin' for you for my whole life"
"love lies","Khalid & Normani","shit","313","0","299","2","first","profanity","^shit","2019","1","1","You've got some shit to say and I'm here to listen","You've got something to say and I'm here to listen, so, baby..."
"love me like you do","Ellie Goulding","skin","NA","0","300","1","first","sexual","^skin$","2015","1","1","Every inch of your skin is a Holy Grail I've got to find",NA
"love me like you do","Ellie Goulding","touch","NA","0","300","6","first","sexual","^touch","2015","1","1","You're the only thing I wanna touch",NA
"love me like you do","Ellie Goulding","holy","NA","0","300","1","first","alcohol & drugs","^holy$","2015","1","1","Every inch of your skin is a Holy Grail I've got to find",NA
"love me like you do","Ellie Goulding","blood","NA","0","300","1","first","violence","^blood","2015","1","1","You're the colour of my blood",NA
"love me like you do","Ellie Goulding","high","NA","0","300","1","first","alcohol & drugs","^high$","2015","1","1","Cause I've never been so high",NA
"love on the brain","Rihanna","fuck","315","0","640","3","first","profanity","fuck","2017","1","1","It beats me black and blue but it fucks me so good","That's got me feeling this way"
"love somebody","Maroon 5","pill","316","0","301","1","first","alcohol & drugs","^pill$","2014","1","1","And it's a hard pill for you to swallow, yeah","And it's a hard fact for you to swallow, yeah"
"love somebody","Maroon 5","touch","316","0","301","3","first","sexual","^touch","2014","1","1","I really wanna touch somebody","I know we're only half way there"
"love yourself","Justin Bieber","sleep","319","0","304","2","first","sexual","^sleep","2016","1","1","But now I know, I'm better sleeping on my own","And now I know, I'm better living on my own"
"lucid dreams","Juice WRLD","bed","NA","0","306","1","first","sexual","^bed$","2019","1","1","Thinking of you in my bed",NA
"lucid dreams","Juice WRLD","blow","NA","0","306","1","first","alcohol & drugs","^blow","2019","1","1","I watch it blow in the wind",NA
"lucid dreams","Juice WRLD","dead","NA","0","306","2","first","violence","^dead$","2019","1","1","I know that you want me dead",NA
"lucid dreams","Juice WRLD","evil","NA","0","306","3","first","other","^evil","2019","1","1","Who knew evil girls had the prettiest face?",NA
"lucid dreams","Juice WRLD","shit","NA","0","306","2","first","profanity","^shit","2019","1","1","Leave this shit in the past, but I want it to last",NA
"make some noise!","Beastie Boys","ball","324","0","308","1","first","other","^ball","2015","1","1","I got the ball and I see the lane and","Ooh ooh"
"make some noise!","Beastie Boys","bitch","324","0","308","1","first","profanity","^bitch","2015","1","1","I'll cut off the part of your brain that does the bitching","Oh oh oh oh oh"
"make some noise!","Beastie Boys","crazy","324","1","308","7","first","other","^crazy$","2015","1","1","Crazy, crazy, crazy","Do whatever you want to"
"make some noise!","Beastie Boys","casino","324","0","308","1","first","other","^casino","2015","1","1","Sipping coffee, playing Keno in the casino","Breaking it down"
"make some noise!","Beastie Boys","drank","324","0","308","1","first","alcohol & drugs","^drank","2015","1","1","You must have drank a Fizzy-Lifting Drink and you got lifted","It's ok to get crazy now we're eh eh eh"
"make some noise!","Beastie Boys","fight","324","0","308","3","first","violence","^fight","2015","1","1","We gotta party for the motherfucking right to fight","Let's get lalalala loud"
"make some noise!","Beastie Boys","cut","324","0","308","1","first","violence","^cut$","2015","1","1","I'll cut off the part of your brain that does the bitching","Oh oh oh oh oh"
"make some noise!","Beastie Boys","wine","324","0","308","1","first","alcohol & drugs","^wine$","2015","1","1","My rhymes, they age like wine as I get older","Come on get loud let's make some noise"
"make some noise!","Beastie Boys","drink","324","0","308","1","first","alcohol & drugs","^drink","2015","1","1","You must have drank a Fizzy-Lifting Drink and you got lifted","It's ok to get crazy now we're eh eh eh"
"make some noise!","Beastie Boys","fuck","324","0","308","3","first","profanity","fuck","2015","1","1","We gotta party for the motherfucking right to fight","Let's get lalalala loud"
"make some noise!","Beastie Boys","sip","324","0","308","1","first","alcohol & drugs","^sip$","2015","1","1","Sip on Prosecco, dressed up tuxedo","I feel like turning it up"
"make some noise!","Beastie Boys","scalpel","324","0","308","1","first","violence","^scalpel","2015","1","1","Pass me the scalpel, I'll make an incision","Oh oh oh oh oh"
"make some noise!","Beastie Boys","piss","324","0","308","1","first","profanity","^piss","2015","1","1","I'm like an ornithologist when I get pissed","I ain't stopping till the whole room shouting"
"make some noise!","Beastie Boys","sippin","324","0","308","1","first","alcohol & drugs","^sippin","2015","1","1","Sipping coffee, playing Keno in the casino","Breaking it down"
"make some noise!","Beastie Boys","prosecco","324","0","308","1","first","alcohol & drugs","^prosecco$","2015","1","1",NA,NA
"makes me wonder","Maroon 5","god","323","0","309","1","first","other","^god","2007","1","1","God damn my spinning head","I wonder if it even makes a difference to try"
"makes me wonder","Maroon 5","damn","323","0","309","1","first","profanity","^damn","2007","1","1","God damn my spinning head","I wonder if it even makes a difference to try"
"makes me wonder","Maroon 5","fuck","323","0","309","3","first","profanity","fuck","2007","1","1","And it really makes me wonder if I ever gave a fuck about you","And you don't have the time"
"makes me wonder","Maroon 5","thigh","323","0","309","1","first","sexual","^thigh","2007","1","1","The way it felt between your thighs","Way it felt to hearing lies"
"me against the music (ft. madonna)","Britney Spears","sex","NA","0","312","1","first","sexual","^sex","2004","1","1","Sexy lady, I'd rather see you bare your soul",NA
"me against the music (ft. madonna)","Britney Spears","hell","NA","0","312","1","first","profanity","^hell$","2004","1","1","To hell with stares",NA
"me against the music (ft. madonna)","Britney Spears","body","NA","0","312","2","first","sexual","^body$","2004","1","1","Just work your body (uh-huh) and let it go (Let it go)",NA
"me against the music (ft. madonna)","Britney Spears","hips","NA","0","312","1","first","sexual","^hips$","2004","1","1","My hips are movin' at a rapid pace",NA
"me love","Sean Kingston","damn","330","0","313","1","first","profanity","^damn","2008","1","1","Damn, why my baby up and gone (Up and gone)","I feel like I'm drownin' in the ocean"
"me love","Sean Kingston","kiss","330","0","313","1","first","sexual","^kiss","2008","1","1","We use to kiss and caress an chess me","We use hang out an' talk, an' trust me, girl"
"me too","Meghan Trainor","drink","332","0","314","1","first","alcohol & drugs","^drink","2016","1","1","I never pay for my drinks","I never pay for a thing"
"me too","Meghan Trainor","neck","332","0","314","1","first","sexual","^neck$","2016","1","1",NA,NA
"me too","Meghan Trainor","god","332","3","314","5","first","other","^god","2016","1","1","I thank God every day (Uh-huh)","I thank God every day (uh huh)"
"me too","Meghan Trainor","sex","332","0","314","1","first","sexual","^sex","2016","1","1","Who's that sexy thang I see over there?","Who's that pretty girl I see over there?"
"me, myself & i","G-Eazy & Bebe Rexha","die","NA","0","316","4","first","violence","^die$","2016","1","1","Solo ride until I die",NA
"me, myself & i","G-Eazy & Bebe Rexha","pray","NA","0","316","1","first","other","^pray","2016","1","1","Pray to Lord my soul to take",NA
"me, myself & i","G-Eazy & Bebe Rexha","fuck","NA","0","316","4","first","profanity","fuck","2016","1","1","Plus a whole lot of tree, fuck all this modesty",NA
"me, myself & i","G-Eazy & Bebe Rexha","lord","NA","0","316","1","first","other","^lord$","2016","1","1","Pray to Lord my soul to take",NA
"me, myself & i","G-Eazy & Bebe Rexha","liquor","NA","0","316","1","first","alcohol & drugs","^liquor","2016","1","1","Swimmin' in liquor, my liver is muddy",NA
"me, myself & i","G-Eazy & Bebe Rexha","hell","NA","0","316","1","first","profanity","^hell$","2016","1","1","Know I'm great, but I'm broke as hell",NA
"me, myself & i","G-Eazy & Bebe Rexha","shit","NA","0","316","3","first","profanity","^shit","2016","1","1","I'm tryna be cool, but I may just go ape shit",NA
"me, myself & i","G-Eazy & Bebe Rexha","sippin","NA","0","316","1","first","alcohol & drugs","^sippin","2016","1","1","But it's all good, I'm still sippin' this bubbly",NA
"me, myself and i","Beyoncé","clothes","NA","0","315","1","first","sexual","^clothes$","2004","1","1","Come pick up your clothes",NA
"me, myself and i","Beyoncé","man","NA","0","315","1","first","identity","^man$","2004","1","1","So dumb and naive to believe that with me you're a changed man",NA
"me, myself and i","Beyoncé","women","NA","0","315","1","first","identity","^women$","2004","1","1","Foolish of me to compete when you cheat with loose women",NA
"meant to live","Switchfoot","men","NA","0","319","1","first","identity","^men$","2004","1","1","And whether mice or men have second tries",NA
"meet me halfway","The Black Eyed Peas","die","329","0","320","1","first","violence","^die$","2010","1","1","I will try until I die","Myself, to take me where you be"
"mercy","Shawn Mendes","skin","331","0","321","2","first","sexual","^skin$","2017","1","1","Ripping all the skin from off my bones","Feeling all the hurt inside my bones"
"mi gente","J Balvin & Willy William","man","333","0","322","1","first","identity","^man$","2018","1","1","J Balvin, man","Uh-huh"
"mía (ft. drake)","Bad Bunny","high","NA","0","323","2","first","alcohol & drugs","^high$","2019","1","1","Dile que tú eres mía desde la high (Desde la high, yeh)",NA
"mine","Doyle Bramhall II","devil","334","0","324","1","first","other","^devil","2018","1","1","The devil I knew","Running circles 'round my mind"
"mine","Doyle Bramhall II","high","334","0","324","1","first","alcohol & drugs","^high$","2018","1","1","A price too high","How you look so precious when you smile?"
"mine","Doyle Bramhall II","man","334","1","324","2","first","identity","^man$","2018","1","1","Ol' man told me","Feels like forever even if forever's tonight"
"mine","Taylor Swift","fight","334","0","325","1","first","violence","^fight","2018","1","1","And I remember that fight, 2:30 AM",NA
"miss independent","Kelly Clarkson","man","336","1","327","2","first","identity","^man$","2003","1","1","Miss don't let a man interfere, no","Miss don't let a men interfere, no"
"move it like this","Baha Men","body","340","3","330","4","first","sexual","^body$","2003","1","1","C'mon ladies rock the party Shake your body everybody","Can you move it like this? I can shake it like that"
"move it like this","Baha Men","man","340","3","330","4","first","identity","^man$","2003","1","1","Doing the running man","Well, I can see everybody's on the floor"
"moves like jagger","Maroon 5","naked","341","0","331","1","first","sexual","^naked","2012","1","1","I put on a show, now I'm naked","Now we're Jayden"
"moves like jagger","Maroon 5","drunk","341","0","331","3","first","alcohol & drugs","^drunk","2012","1","1","Kiss me till you're drunk and I'll show you","And I'll know you"
"moves like jagger","Maroon 5","kiss","341","0","331","3","first","sexual","^kiss","2012","1","1","Kiss me till you're drunk and I'll show you","And I'll know you"
"moves like jagger","Maroon 5","tongue","341","0","331","4","first","sexual","^tongue","2012","1","1","Take me by the tongue and I'll know you (Uh)","Take me by the hand"
"moves like jagger","Maroon 5","shit","341","0","331","1","first","profanity","^shit","2012","1","1","I don't give a shit","I don't even care"
"mr. saxobeat","Alexandra Stan","freak","342","0","332","8","first","sexual","^freak","2012","1","1","Make me move like a freak, Mr. Saxobeat","Hey dance with me set with me don't be so shy dance with me hey dance with me, can't you see that you belong next to me Hey dance with me set me free don't be so shy dance with me hey dance with me, can't you see that you belong next to me"
"mr. saxobeat","Alexandra Stan","dirty","342","0","332","2","first","sexual","^dirty$","2012","1","1","My dirty boy, can't you see",NA
"mr. saxobeat","Alexandra Stan","sex","342","0","332","2","first","sexual","^sex","2012","1","1","Hey, sexy boy, set me free",NA
"my happy ending","Avril Lavigne","shit","344","0","334","2","first","profanity","^shit","2005","1","1","All the shit that you do (all the shit that you do)","But so are they"
"my house","Flo Rida","champagne","345","0","335","2","first","alcohol & drugs","^champagne$","2016","1","1","Keep our clothes on the floor, open up champagne","Hang around, let's pretend that the time has changed"
"my house","Flo Rida","clothes","345","0","335","1","first","sexual","^clothes$","2016","1","1","Keep our clothes on the floor, open up champagne","Hang around, let's pretend that the time has changed"
"my house","Flo Rida","pour","345","0","335","1","first","alcohol & drugs","^pour","2016","1","1","Pour yourself something cold, baby, cheers to this","Make yourself at my home, tell me where you been"
"my house","Flo Rida","vodka","345","0","335","1","first","alcohol & drugs","^vodka","2016","1","1","Another shot of vodka, you know what's in my glass","Mi casa es tu casa so it ain't no holding back"
"my love","Justin Timberlake","high","347","0","337","2","first","alcohol & drugs","^high$","2007","1","1","'Cause the girls worldwide throw they hands up high","(So don't give away)"
"my love","Justin Timberlake","die","347","0","337","1","first","violence","^die$","2007","1","1","You don't come, I ain't gon' die","You can be my baby, let me make you my lady"
"my love","Justin Timberlake","man","347","0","337","4","first","identity","^man$","2007","1","1","I don't know what you hesitatin' for, man","(So don't give away)"
"my love","Justin Timberlake","woman","347","0","337","7","first","identity","^woman$","2007","1","1","Ain't another woman that can take your spot, my—","If I wrote you a symphony"
"my love is your love","Whitney Houston","clothes","348","0","338","1","first","sexual","^clothes$","2001","1","1",NA,NA
"my love is your love","Whitney Houston","guns","348","0","338","2","first","violence","^guns$","2001","1","1","And find guns on the floor","It's okay if you're coming with me"
"my love is your love","Whitney Houston","pray","348","0","338","2","first","other","^pray","2001","1","1","I pray that life don't get you stressed","And the chains of Amistad couln't hold us"
"natural","Imagine Dragons","bleed","350","0","340","1","first","violence","^bleed","2019","1","1","Cut until it bleeds inside a world without the peace, facing","Sing until you scream, inside a world without the peace, face it"
"natural","Imagine Dragons","blood","350","0","340","1","first","violence","^blood","2019","1","1","Took an oath by the blood of my hand, won't break it","Took an oath by the palm of my hand, won't break it"
"natural","Imagine Dragons","cut","350","0","340","1","first","violence","^cut$","2019","1","1","Cut until it bleeds inside a world without the peace, facing","Sing until you scream, inside a world without the peace, face it"
"natural","Imagine Dragons","cutthroat","350","0","340","3","first","violence","^cutthroat$","2019","1","1","Living your life cutthroat","Living your life, you know"
"natural","Imagine Dragons","sin","350","0","340","1","first","other","^sin$","2019","1","1",NA,NA
"never again","Kelly Clarkson","bed","351","0","342","1","first","sexual","^bed$","2007","1","1","I hope when you're in bed with her, you think of me","I hope that when you're out with her you think of me"
"never again","Kelly Clarkson","die","351","0","342","1","first","violence","^die$","2007","1","1","You'll die together, but alone","You wrote me in a letter"
"never be like you (ft. kai)","Flume","sins","NA","0","343","2","first","other","^sins$","2016","1","1",NA,NA
"never be like you (ft. kai)","Flume","hell","NA","0","343","11","first","profanity","^hell$","2016","1","1",NA,NA
"never be like you (ft. kai)","Flume","sleep","NA","0","343","1","first","sexual","^sleep","2016","1","1","Hate sleeping on my own, missing the way you taste",NA
"never be like you (ft. kai)","Flume","fuck","NA","0","343","6","first","profanity","fuck","2016","1","1","Now I'm fucked up and I'm missing you",NA
"never forget you","Zara Larsson & MNEK","die","352","13","344","17","first","violence","^die$","2016","1","1","I knew that I would love you 'til the day I die","From the day that I met you"
"never leave you (uh oooh, uh oooh)","Lumidee","crazy","NA","0","345","1","first","other","^crazy$","2004","1","1","They're c-calling me crazy now",NA
"never really over","Katy Perry","kiss","NA","0","346","2","first","sexual","^kiss","2019","1","1","Thought we kissed goodbye",NA
"never say never","Justin Bieber","blood","353","0","347","1","first","violence","^blood","2010","1","1","Like Kobe in the 4th, ice water for blood, let's go",NA
"never say never","Justin Bieber","ice","353","0","347","1","first","alcohol & drugs","^ice$","2010","1","1","Like Kobe in the 4th, ice water for blood, let's go",NA
"never say never","Justin Bieber","fight","353","0","347","7","first","violence","^fight","2010","1","1","I will never say never, I will fight","Don't let me go"
"new rules","Dua Lipa","bed","354","0","348","3","first","sexual","^bed$","2018","1","1","You know you're gonna wake up in his bed in the morning","You know you're gonna meet up with your friends in the morning"
"new rules","Dua Lipa","drunk","354","0","348","3","first","alcohol & drugs","^drunk","2018","1","1","You know he's only callin' 'cause he's drunk and alone","You know he's only callin' 'cause he's sad and alone"
"new rules","Dua Lipa","sleep","354","1","348","2","first","sexual","^sleep","2018","1","1","Talkin' in my sleep at night, makin' myself crazy","Talkin' in my sleep at night, makin' myself crazy"
"no","Meghan Trainor","hips","355","0","643","3","first","sexual","^hips$","2016","1","1","Lick your lips and swing your hips","Girl, all you gotta say is"
"no","Meghan Trainor","man","355","0","643","2","first","identity","^man$","2016","1","1","If I want a man, then I'ma get a man","Nah, to the ah, to the no, no, no"
"no air","Jordin Sparks","die","356","0","349","1","first","violence","^die$","2008","1","1","If I should die before I wake","No air, air"
"no brainer","DJ Khaled","bitch","357","0","644","2","first","profanity","^bitch","2018","1","1","But we in this bitch, bitch, I'm not no lame","Your presence is critical"
"no brainer","DJ Khaled","blow","357","0","644","1","first","alcohol & drugs","^blow","2018","1","1","I blow the brains outta your mind (Ooh)","And I ain't talkin' 'bout typically (No)"
"no brainer","DJ Khaled","god","357","0","644","1","first","other","^god","2018","1","1","She told me that she love that I make music for God","You stick out of the crowd, baby, it's a no-brainer"
"no brainer","DJ Khaled","damn","357","0","644","1","first","profanity","^damn","2018","1","1",NA,NA
"no brainer","DJ Khaled","high","357","10","644","15","first","alcohol & drugs","^high$","2018","1","1","Put 'em high","Put 'em high (Put 'em high)"
"no promises","Cheat Codes","cuttin","360","0","352","1","first","violence","^cuttin","2018","1","1","Cutting me up like a knife and I feel it, deep in my bones","Cut me right up in my love"
"no promises","Cheat Codes","knife","360","0","352","1","first","violence","^knife","2018","1","1","Cutting me up like a knife and I feel it, deep in my bones","Cut me right up in my love"
"nobody's home","Avril Lavigne","faith","NA","0","354","1","first","other","^faith$","2005","1","1","She's losing her faith",NA
"not a bad thing","Justin Timberlake","bleed","361","0","645","2","first","violence","^bleed","2014","1","1","Now you're bleeding","When someone breaks your heart open with a light and you're hurting"
"not a bad thing","Justin Timberlake","cuts","361","0","645","2","first","violence","^cuts$","2014","1","1","When someone cuts your heart open with a knife","Then they turn right around and break them"
"not a bad thing","Justin Timberlake","fuck","361","0","645","3","first","profanity","fuck","2014","1","1","'Cause you might fuck around and find your dreams come true with me","'Cause you might look around and find your dreams come true with me"
"not a bad thing","Justin Timberlake","knife","361","0","645","2","first","violence","^knife","2014","1","1","When someone cuts your heart open with a knife","Then they turn right around and break them"
"nothin' on you","B.o.B","hell","363","0","646","1","first","profanity","^hell$","2010","1","1","Most of it really was for the hell of the fun","And so I lost more than I had ever won"
"nothin' on you","B.o.B","skirt","363","0","646","1","first","sexual","skirt","2010","1","1","Tryna chase skirts, livin' in the summer sun","I'm thinkin', ""Maybe I should get it out"""
"obsession (no es amor) (ft. baby bash)","Frankie J","bed","NA","0","356","1","first","sexual","^bed$","2005","1","1","I'm tossin' turning in my bed",NA
"obsession (no es amor) (ft. baby bash)","Frankie J","man","NA","0","356","1","first","identity","^man$","2005","1","1","Now I don't care if you got a man",NA
"obsession (no es amor) (ft. baby bash)","Frankie J","damn","NA","0","356","1","first","profanity","^damn","2005","1","1","Baby, you so damn independent",NA
"obsession (no es amor) (ft. baby bash)","Frankie J","sleep","NA","0","356","2","first","sexual","^sleep","2005","1","1","And I still can't sleep",NA
"obsession (no es amor) (ft. baby bash)","Frankie J","freak","NA","0","356","3","first","sexual","^freak","2005","1","1","I love the way you freaky like that",NA
"obsession (no es amor) (ft. baby bash)","Frankie J","crazy","NA","0","356","1","first","other","^crazy$","2005","1","1","But it's driving me so crazy",NA
"obsession (no es amor) (ft. baby bash)","Frankie J","bless","NA","0","356","1","first","other","^bless","2005","1","1","You're my blessin' when I'm stressin'",NA
"old town road","Lil Nas X","boob","366","0","358","1","first","sexual","^boob","2019","1","1","Bull ridin' and boobies","My life is a movie"
"old town road","Lil Nas X","booty","366","0","358","1","first","sexual","^booty","2019","1","1","Wrangler on my booty","Cowboy hat from Gucci"
"old town road","Lil Nas X","bras","366","0","358","1","first","sexual","^bras$","2019","1","1","Baby's got a habit: diamond rings and Fendi sports bras",NA
"old town road","Lil Nas X","man","366","0","358","1","first","identity","^man$","2019","1","1","I'm like a Marlboro Man so I kick on back",NA
"on my mind","Ellie Goulding","pour","374","0","359","6","first","alcohol & drugs","^pour","2016","1","1","Poured it down, so I poured it down","Next thing that I know I’m laying out there with you"
"on my mind","Ellie Goulding","tattoo","374","0","359","1","first","other","^tattoo","2016","1","1","You wanted my heart but I just liked your tattoos","And I just felt so confused"
"on the floor","Jennifer Lopez","die","375","0","360","1","first","violence","^die$","2011","1","1","If I am not wrong, we'll probably die on the floor",NA
"on the floor","Jennifer Lopez","coke","375","0","360","1","first","alcohol & drugs","^coke$","2011","1","1","All I need is some vodka and some chonky Coke",NA
"on the floor","Jennifer Lopez","freak","375","0","360","1","first","sexual","^freak","2011","1","1","If you're a party freak, then step on the floor (Yeah)","Dance the night away live your life and stay young on the floor"
"on the floor","Jennifer Lopez","kill","375","0","360","1","first","violence","^kill","2011","1","1","If you're a criminal, kill it on the floor",NA
"on the floor","Jennifer Lopez","drink","375","0","360","5","first","alcohol & drugs","^drink","2011","1","1","Don't stop, keep it moving, put your drinks up (Woo!)","Lalalalalalalalalalalalalalaa tonight we gon be it on the floor"
"on the floor","Jennifer Lopez","sleep","375","0","360","1","first","sexual","^sleep","2011","1","1","So I don't sleep or snooze (Snooze)","Put you're hands up"
"on the floor","Jennifer Lopez","shit","375","0","360","2","first","profanity","^shit","2011","1","1","You know we're running shit tonight on the floor","If you're a shoostop then move it on the floor"
"on the floor","Jennifer Lopez","vodka","375","0","360","1","first","alcohol & drugs","^vodka","2011","1","1","All I need is some vodka and some chonky Coke",NA
"one dance","Drake","hennessy","368","0","362","6","first","alcohol & drugs","^hennessy$","2016","1","1","Got a Hennessy in my hand","That's why I need a one dance"
"one dance","Drake","wine","368","0","362","7","first","alcohol & drugs","^wine$","2016","1","1","Wine it, wine it, very long time","Got a pretty girl and she love me long time"
"one kiss","Calvin Harris & Dua Lipa","skin","369","0","363","1","first","sexual","^skin$","2018","1","1","I just wanna feel your skin on mine","See your eyes glued like the morning"
"one touch","Jess Glynne & Jax Jones","crazy","NA","0","366","1","first","other","^crazy$","2019","1","1","Hold me close before the crazy calm",NA
"one touch","Jess Glynne & Jax Jones","touch","NA","0","366","13","first","sexual","^touch","2019","1","1","With just one touch, you take me there",NA
"over my head (cable car)","The Fray","smoke","NA","0","370","1","first","alcohol & drugs","^smoke","2007","1","1","The smoke and who's still standing when it clears",NA
"paparazzi","Lady Gaga","cigarette","380","0","372","1","first","alcohol & drugs","^cigarette","2010","1","1","Eyeliner and cigarettes","Papa-paparazzi"
"paparazzi","Lady Gaga","shit","380","0","372","1","first","profanity","^shit","2010","1","1","Snap snap to that shit on the radio","Promise I'll be kind"
"paris","The Chainsmokers","cigarette","381","0","373","1","first","alcohol & drugs","^cigarette","2017","1","1","Standing there with a frown and a cigarette","Out on the terrace"
"paris","The Chainsmokers","cuttin","381","0","373","1","first","violence","^cuttin","2017","1","1","We breathe in the air of this small town on our own, cuttin' class for the thrill of it","Getting lost in the past, we were living it"
"paris","The Chainsmokers","drunk","381","0","373","1","first","alcohol & drugs","^drunk","2017","1","1","Getting drunk on the past, we were livin' in","If we go down, then we go down together"
"part of me","Katy Perry","bomb","382","0","650","4","first","violence","^bomb","2012","1","1","Throw your bombs and your blows","Taken all I can take and I cannot wait"
"part of me","Katy Perry","poison","382","0","650","1","first","violence","^poison","2012","1","1","Like I was poison in your mouth","And I can't do without"
"party in the usa","Miley Cyrus","hips","383","4","651","5","first","sexual","^hips$","2010","1","1","Movin' my hips like, yeah","So I put my hands up"
"party like a rockstar","Shop Boyz","bitch","384","0","652","1","first","profanity","^bitch","2008","1","1","Bitches wanna marry me, they see me they just might panic","Party like a rockstar, totally dude"
"party like a rockstar","Shop Boyz","ice","384","0","652","1","first","alcohol & drugs","^ice$","2008","1","1","My ice make em go down quick, like the Titanic!","Party like a rock, party like a rockstar"
"party like a rockstar","Shop Boyz","fuck","384","0","652","1","first","profanity","fuck","2008","1","1","Ho don't you know I fuck wit fine dimes that look like Pamela","Party like a rockstar"
"party rock anthem","LMFAO","drank","385","0","374","1","first","alcohol & drugs","^drank","2012","1","1","Where the drank? I gots to know","I'm runnin through these hoes like drano"
"payphone","Maroon 5","ball","386","0","375","1","first","other","^ball","2012","1","1","Don't need my name on my shirt, you can tell that I'm ballin'",NA
"payphone","Maroon 5","ballin","386","0","375","1","first","other","^ballin","2012","1","1","Don't need my name on my shirt, you can tell that I'm ballin'",NA
"payphone","Maroon 5","blew","386","0","375","1","first","sexual","^blew$","2012","1","1","Telling me I changed since I blew up or whatever you call it",NA
"payphone","Maroon 5","fuck","386","0","375","4","first","profanity","fuck","2012","1","1","One more fucking love song, I'll be sick, oh","You turned your back on tomorrow"
"payphone","Maroon 5","man","386","0","375","1","first","identity","^man$","2012","1","1",NA,NA
"payphone","Maroon 5","shit","386","0","375","5","first","profanity","^shit","2012","1","1","All those fairytales are full of shit","One more love song I'll be sick"
"perfect (2017)","Ed Sheeran","dress","387","0","653","1","first","sexual","^dress$","2018","1","1",NA,NA
"perfect (2017)","Ed Sheeran","kiss","387","0","653","1","first","sexual","^kiss","2018","1","1","But darling, just kiss me slow, your heart is all I own","But darling, just take it slow, your heart is all I own"
"perfect (2017)","Ed Sheeran","man","387","0","653","1","first","identity","^man$","2018","1","1","Be my girl, I'll be your man","Be my girl, I'll be the one"
"perfect (2017)","Ed Sheeran","woman","387","0","653","1","first","identity","^woman$","2018","1","1",NA,NA
"perfect (2017)","Kidz Bop Kids","faith","NA","0","377","1","first","other","^faith$","2018","1","1","I have faith in what I see",NA
"perfect (2017)","Kidz Bop Kids","fight","NA","0","377","1","first","violence","^fight","2018","1","1","Fighting against all odds",NA
"photograph","Ed Sheeran","die","388","0","379","1","first","violence","^die$","2015","1","1","And it's the only thing to take with us when we die","You won't ever be alone"
"photograph","Nickelback","bedroom","388","0","378","3","first","sexual","^bedroom","2015","1","1","I had the photo album spread out on my bedroom floor","Loving can mend your soul"
"photograph","Nickelback","blew","388","0","378","1","first","sexual","^blew$","2015","1","1","Blew every dollar that we ever made","Times forever frozen still"
"photograph","Nickelback","god","388","0","378","3","first","other","^god","2015","1","1","Oh, God, I, I","Wait for me to come home"
"photograph","Nickelback","hell","388","0","378","1","first","profanity","^hell$","2015","1","1","And what the hell is on Joey's head?","When it gets hard"
"pinch me","Barenaked Ladies","underwear","390","0","655","1","first","sexual","^underwear","2002","1","1",NA,NA
"please don't go","Mike Posner","bed","391","0","380","1","first","sexual","^bed$","2011","1","1","From my bed and start another day","From my head and start another day"
"please don't go","Mike Posner","lips","391","0","380","2","first","sexual","^lips$","2011","1","1","We'll just keep running from tomorrow with our lips locked","We'll just keep running from tomorrow with our hearts locked"
"please don't leave me","P!nk","cut","392","0","381","1","first","violence","^cut$","2009","1","1","I can cut you into pieces","Please don't leave me"
"please don't leave me","P!nk","punch","392","0","381","1","first","violence","^punch","2009","1","1","You're my perfect little punching bag",NA
"pompeii","Bastille","sins","394","2","382","4","first","other","^sins$","2014","1","1",NA,NA
