"song_id","song_name","song_lyrics_url","annotation_count","artist_id","artist_name","artist_url"
5088508,"12 day of chistmas","https://genius.com/Kidz-bop-kids-12-day-of-chistmas-annotated",0,353676,"Kidz Bop Kids","https://genius.com/artists/Kidz-bop-kids"
1648422,"1985","https://genius.com/Kidz-bop-kids-1985-lyrics",1,353676,"Kidz Bop Kids","https://genius.com/artists/Kidz-bop-kids"
1418102,"1 Thing","https://genius.com/Kidz-bop-kids-1-thing-lyrics",0,353676,"Kidz Bop Kids","https://genius.com/artists/Kidz-bop-kids"
4144724,"2002","https://genius.com/Kidz-bop-kids-2002-lyrics",0,353676,"Kidz Bop Kids","https://genius.com/artists/Kidz-bop-kids"
1958121,"22","https://genius.com/Kidz-bop-kids-22-lyrics",1,353676,"Kidz Bop Kids","https://genius.com/artists/Kidz-bop-kids"
5176259,"24K Magic","https://genius.com/Kidz-bop-kids-24k-magic-lyrics",0,353676,"Kidz Bop Kids","https://genius.com/artists/Kidz-bop-kids"
1309757,"4 Minutes","https://genius.com/Kidz-bop-kids-4-minutes-lyrics",1,353676,"Kidz Bop Kids","https://genius.com/artists/Kidz-bop-kids"
4460710,"7 Rings","https://genius.com/Kidz-bop-kids-7-rings-lyrics",4,353676,"Kidz Bop Kids","https://genius.com/artists/Kidz-bop-kids"
1317286,"7 Things","https://genius.com/Kidz-bop-kids-7-things-lyrics",1,353676,"Kidz Bop Kids","https://genius.com/artists/Kidz-bop-kids"
3416622,"7 Years","https://genius.com/Kidz-bop-kids-7-years-lyrics",0,353676,"Kidz Bop Kids","https://genius.com/artists/Kidz-bop-kids"
1554269,"ABC","https://genius.com/Kidz-bop-kids-abc-lyrics",1,353676,"Kidz Bop Kids","https://genius.com/artists/Kidz-bop-kids"
4667759,"Absolutely (Story Of A Girl)","https://genius.com/Kidz-bop-kids-absolutely-story-of-a-girl-lyrics",0,353676,"Kidz Bop Kids","https://genius.com/artists/Kidz-bop-kids"
1012556,"Accidentally in Love","https://genius.com/Kidz-bop-kids-accidentally-in-love-lyrics",1,353676,"Kidz Bop Kids","https://genius.com/artists/Kidz-bop-kids"
2091042,"Ain't it fun","https://genius.com/Kidz-bop-kids-aint-it-fun-lyrics",1,353676,"Kidz Bop Kids","https://genius.com/artists/Kidz-bop-kids"
2232291,"Airplanes","https://genius.com/Kidz-bop-kids-airplanes-lyrics",1,353676,"Kidz Bop Kids","https://genius.com/artists/Kidz-bop-kids"
2046031,"Alejandro","https://genius.com/Kidz-bop-kids-alejandro-lyrics",1,353676,"Kidz Bop Kids","https://genius.com/artists/Kidz-bop-kids"
1705222,"Alive","https://genius.com/Kidz-bop-kids-alive-lyrics",1,353676,"Kidz Bop Kids","https://genius.com/artists/Kidz-bop-kids"
1853062,"All About That Bass","https://genius.com/Kidz-bop-kids-all-about-that-bass-lyrics",1,353676,"Kidz Bop Kids","https://genius.com/artists/Kidz-bop-kids"
1597783,"All I Have","https://genius.com/Kidz-bop-kids-all-i-have-lyrics",1,353676,"Kidz Bop Kids","https://genius.com/artists/Kidz-bop-kids"
