"kbID","song","kb_song_name","og_idx"
"102","baby go! lets get turn up! be your and out yo rain more lets","chicken noodle soup",93
"103","kinda","circus",95
"103","ohoh","circus",95
"103","i shots","circus",95
"103","me","circus",95
"103","stand","circus",95
"103","floor","circus",95
"103","so","circus",95
"103","see circus circus running this like yeah","circus",95
"104","crash","clarity",96
"104","our","clarity",96
"104","i drown","clarity",96
"104",NA,"clarity",96
"104",NA,"clarity",96
"104","a red","clarity",96
"104","pull","clarity",96
"104","push","clarity",96
"104","fall","clarity",96
"105","drink","closer",98
"105","thats an issue","closer",98
"105","im okay","closer",98
"105","it","closer",98
"105",NA,"closer",98
"105","brokedown","closer",98
"105","lookin","closer",98
"105","hotel bar iii","closer",98
"105","so","closer",98
"105","backseat of","closer",98
"105","bite tattoo on shoulder sheets","closer",98
"105","mattress","closer",98
"105","roommate","closer",98
"105","we","closer",98
"105","as","closer",98
"105","beat","closer",98
"105","tucson call no older","closer",98
"106","hate","close to me",97
"106","your body","close to me",97
"106","bitch","close to me",97
"106","she","close to me",97
"106","fuck","close to me",97
"106","yee yeah","close to me",97
"106","to me","close to me",97
"107","me","club can't handle me",99
"107","eh yeaeiyeaaah eh yeayeaaaah haha! nothin now! see you d guetta lets get em!","club can't handle me",99
"107","felt","club can't handle me",99
"107","gone","club can't handle me",99
"107","playa","club can't handle me",99
"107","yeah talk like","club can't handle me",99
"107","one too","club can't handle me",99
"107","on","club can't handle me",99
"107","ball","club can't handle me",99
"107","out","club can't handle me",99
"107","so","club can't handle me",99
"107","","club can't handle me",99
"107","watchin","club can't handle me",99
"107","rollin holdin it","club can't handle me",99
"107","now","club can't handle me",99
"107","tryna","club can't handle me",99
"107","til","club can't handle me",99
"107","super bowl","club can't handle me",99
"107","right wild","club can't handle me",99
"107","money","club can't handle me",99
"107","yeah!","club can't handle me",99
"107","yeah","club can't handle me",99
"107","wantin","club can't handle me",99
"107","ahh!","club can't handle me",99
"107","whatchu want","club can't handle me",99
"107","go now put up!","club can't handle me",99
"108","baby!","clumsy",100
"108","mmm mmm","clumsy",100
"108","me","clumsy",100
"108","flippin","clumsy",100
"108","in  in love","clumsy",100
"108","tumblin","clumsy",100
"108","crumblin","clumsy",100
"108","with no! no how!","clumsy",100
"108","please! know","clumsy",100
"108","love
sick","clumsy",100
"108","and uh a","clumsy",100
"108","back! love! god! im ooh whoo ooh! now! and now me","clumsy",100
"109","fuck","cold",101
"109","sleeping","cold",101
"109","under covers","cold",101
"109","when kissing feel","cold",101
"109","holdin","cold",101
"109","distant oh yeah baby tough its world never thought were this took tag off and made priceless spent half mill chandelier now tryna cut off light switch stay our league saying need some thinking im fourletter word but sleep goin two separate ways aint actin same gotta go girl where heart used be golddig day switched fourdoor twodoor cause let driver hear say tried give","cold",101
"11",NA,"ain't it fun",571
"11","could","ain't it fun",571
"11","bell","ain't it fun",571
"11","easy","ain't it fun",571
"11","fool","ain't it fun",571
"11","cause you to mother dont crying mama this is world this youre own crying","ain't it fun",571
"110","haha! yall need to get ready hear the unbelievable indescribable vanessa hudgens baby v!","come back to me",590
"110","every day","come back to me",590
"110",NA,"come back to me",590
"110","baby","come back to me",590
"110","laughing","come back to me",590
"110","cant","come back to me",590
"110","back","come back to me",590
"110","all","come back to me",590
"110","know","come back to me",590
"110","heart","come back to me",590
"110","me","come back to me",590
"111",NA,"come clean",104
"111","oh","come clean",104
"111","tryna","come clean",104
"111","doesnt","come clean",104
"111","lets beginning rain down fall let dreams","come clean",104
"111","sanity ohoh","come clean",104
"112","nananana nananana ready","come & get it",103
"112","sitting","come & get it",103
"112","night waiting","come & get it",103
"112","cant stop","come & get it",103
"112","love","come & get it",103
"112","night","come & get it",103
"112","im addicted","come & get it",103
"112","show","come & get it",103
"112","let me let","come & get it",103
"112","it","come & get it",103
"112","takebacks","come & get it",103
"112","knock","come & get it",103
"112","addicted","come & get it",103
"112","ready","come & get it",103
"112","death","come & get it",103
"112","die","come & get it",103
"112","yeah im gonna","come & get it",103
"113","over","come on over baby",105
"113","here we go thats right yeah yeah yeah","come on over baby",105
"113","ive","come on over baby",105
"113","ah on","come on over baby",105
"113","i","come on over baby",105
"113","me","come on over baby",105
"113","come","come on over baby",105
"113","baby you","come on over baby",105
"113","right","come on over baby",105
"113","your sexuality","come on over baby",105
"113","when me oooh oh its paradise","come on over baby",105
"113","wanna","come on over baby",105
"113","crazy","come on over baby",105
"113","yeah","come on over baby",105
"113","so sure here uh","come on over baby",105
"113","ooh oh oh woo cause ohh yeah you","come on over baby",105
"114","uhhuh","complicated",106
"114","uhhuh","complicated",106
"114","whatcha yelling","complicated",106
"114","you","complicated",106
"114","back","complicated",106
"114","be","complicated",106
"114","else","complicated",106
"114","this","complicated",106
"114","what","complicated",106
"114","turn","complicated",106
"114","honesty promise me","complicated",106
"114","no","complicated",106
"114","out","complicated",106
"114","yellin ayyeah","complicated",106
"115","ha","confident",107
"115","down cause","confident",107
"115","freak","confident",107
"115","bitch","confident",107
"115","ohohoh so","confident",107
"115","out","confident",107
"115","but youve","confident",107
"115","underratedratedrated uhhuh","confident",107
"115","being","confident",107
"115","chains your","confident",107
"115","off","confident",107
"115","bout tonight tonight ha uhhuh yeah yeah","confident",107
"115","uhhuh hey! la la yeah underrated","confident",107
"116","mmmmm yeah yeah hey","congratulations",108
"116","shit","congratulations",108
"116","uh uh","congratulations",108
"116",NA,"congratulations",108
"116","like addict","congratulations",108
"116","twenty bad bitches","congratulations",108
"116","everyone wanna act important yeahyeahyeah yeahyeahyeah that mean when saw dough yuh countin me drop ball everything custom at border","congratulations",108
"116","fuck","congratulations",108
"116","lighters","congratulations",108
"116","bullshit","congratulations",108
"116","in","congratulations",108
"116","yeah","congratulations",108
"116","yeah oh","congratulations",108
"116","ooh","congratulations",108
"116","it! everywhere","congratulations",108
"116","nigga","congratulations",108
"116","yeah pick up rock baby ball looking someone call brr right now situation ayy old benben franklins cash big rings ooh champagne champagne life is ball game ball game instead trap though trap though pot big call super bowl","congratulations",108
"116","bowl hoes","congratulations",108
"116","huncho post malone","congratulations",108
"116","gotta","congratulations",108
"116","what houdini gone uhhuh ","congratulations",108
"117","im feeling so cool from top","cool",109
"117","the bottom just every little thing that","cool",109
"117","do well dammit feelin cool yeah woke up like a new james dean comb my hair an old school scene high late night summer","cool",109
"117","last year yeah standin there with red dress on ya killer queen young jane fonda","cool",109
"117","it me or am havin","cool",109
"117","year lately ive","cool",109
"117","do cooooooooooool its","cool",109
"117","ooh ooh maybe should bottle moves moves sell em for dollar two two mustve done something right cause all these lights are green man they look palm trees and","cool",109
"117","song comes about oh feel post malone when get home sittin there winning game thrones now weve","cool",109
"117","it how complicated was grow up wanna","cool",109
"117","hey hey hey","cool",109
"118","em","cooler than me",111
"118","hey","cooler than me",111
"118","shit","cooler than me",111
"118","see","cooler than me",111
"118","everyones","cooler than me",111
"118","girl so vain is about you you but switchin walk","cooler than me",111
"118","now dare act dont know whats know up nose im approachin up pshht yup can give winter summer winter miami december tryna bored them diordior she was actin shallow til found how deep pockets mrs primadonna reminder fine finer sean","cooler than me",111
"118","doubts","cooler than me",111
"119","and","cool kids",110
"119",NA,"cool kids",110
"119","kids","cool kids",110
"119","life","cool kids",110
"12","smashin","airplanes",14
"12","that","airplanes",14
"12","tryna","airplanes",14
"12","hell","airplanes",14
"12","mixtape","airplanes",14
"12","decatur—whats","airplanes",14
"12","shit","airplanes",14
"12","like stars wish","airplanes",14
"120",NA,"counting stars",591
"120","in","counting stars",591
"120","ye","counting stars",591
"120","on","counting stars",591
"120","iiii","counting stars",591
"120","couldnt","counting stars",591
"120","our","counting stars",591
"120","learned","counting stars",591
"121","had","crazy",112
"121","possibly","crazy",112
"121",NA,"crazy",112
"121","well","crazy",112
"121","their lives limb","crazy",112
"121","thinkin wanna","crazy",112
"121","little looked","crazy",112
"121","its","crazy",112
"121","coincidence","crazy",112
"121","probably","crazy",112
"122","as","crazy for this girl",113
"122","me thinkin","crazy for this girl",113
"122","yeah","crazy for this girl",113
"122","now right now face face","crazy for this girl",113
"122","all fears","crazy for this girl",113
"122","my life","crazy for this girl",113
"123","yes!","crazy in love",592
"123","now!","crazy in love",592
"123","its your","crazy in love",592
"123","oh","crazy in love",592
"123","oww! geah!","crazy in love",592
"123","two! now","crazy in love",592
"123","i","crazy in love",592
"123",NA,"crazy in love",592
"123","yeah","crazy in love",592
"123","your","crazy in love",592
"123","crazy","crazy in love",592
"123","who
+who
 he
 think
is","crazy in love",592
"123","geah! woo! warmed up now","crazy in love",592
"123","uhoh","crazy in love",592
"123","og","crazy in love",592
"123","homie","crazy in love",592
"123","no","crazy in love",592
"123","pockets","crazy in love",592
"123","tony soprano","crazy in love",592
"123","exel","crazy in love",592
"123","man","crazy in love",592
"123","article","crazy in love",592
"123","though","crazy in love",592
"123","war","crazy in love",592
"123","crazy","crazy in love",592
"123","ya","crazy in love",592
"123","jayz","crazy in love",592
"123","out","crazy in love",592
"123","fur:","crazy in love",592
"123","ive","crazy in love",592
"123","name","crazy in love",592
"123","realer","crazy in love",592
"123","looking","crazy in love",592
"123","myself","crazy in love",592
"123","myself","crazy in love",592
"123","who","crazy in love",592
"123","hey!","crazy in love",592
"124","you","cruise",114
"124","song","cruise",114
"124","and","cruise",114
"124","hey baby","cruise",114
"124","i","cruise",114
"124","bikini top","cruise",114
"124","her","cruise",114
"124","popping","cruise",114
"124","the","cruise",114
"124","water","cruise",114
"124"," oh
 good
 lord
 she
 had
 them
long
tanned
legs couldnt","cruise",114
"124","+moves
+ couldnt
 help
 myself
 so
 walked
up
 said
+spoken
+he
+cruise 
 back
 road
blowing
stop
signs
+blowin
+thru
+pines
 through
middle
+middle 
 every
 little
 farm
 town
 with
+ 
 in
 this
 brand
 new
 chevy
 lift
kit
+kit 
 would
 look
hell
+heck
 lot
 better
it
+us
+it 
+come
+on!
+boy
+mel
+harya
 was
sipping
+talkin
+all
 southern
singing
+singin
 marshall
tucker
+tucker 
 we
 were
 falling
 love
 sweet
 heart
summer
+summer 
+girl
+har
 hopped
 into
cab
+side
 truck
fire up","cruise",114
"124","+sing
 lets
 go
get
thing
+song
 stuck","cruise",114
"124","fell to its knees looked at turned those kc lights drove all night because felt right i man put park grabbed guitar strummed couple chords sang from girl sure got beat chest bumping hell cant head come on girl aww yeah","cruise",114
"125","i hung up the phone tonight","crush",115
"125","happened for first time","crush",115
"125","inside","crush",115
"125","was a rush","crush",115
"125","rush cause possibility that you would ever feel same way about me","crush",115
"125","too much","crush",115
"125","why do keep running from truth","crush",115
"125","think is got hypnotized so mesmerized and to know when youre alone we","crush",115
"125","be where this thing go am","crush",115
"125","or falling in love real another crush catch breath look at you are holding back like do cause ive tried walk away but crush aint going awayayay has crossed","crush",115
"125","mind were hanging spending girl friends there more more see its chance weve gotta take believe make into will last last forever forever","crush",115
"126","what rush cause","crush (david archuleta)",593
"126","feel","crush (david archuleta)",593
"126",NA,"crush (david archuleta)",593
"126","ive tried","crush (david archuleta)",593
"126","going awayayay","crush (david archuleta)",593
"126","more","crush (david archuleta)",593
"126","its","crush (david archuleta)",593
"127","ive","cups",119
"127","my","cups",119
"127","the long way","cups",119
"127","two bottlea whiskey","cups",119
"127","i","cups",119
"127","youre","cups",119
"127","im","cups",119
"127",NA,"cups",119
"128","‘cause","damaged",120
"128",NA,"damaged",120
"128","baby","damaged",120
"128","lady","damaged",120
"128","hold on","damaged",120
"128","heart tell me heart its damaged dont damaged","damaged",120
"128","its type of pain that feel deep inside makes pray cry but gon alright day this too shall pass sometimes go though pain experience joy pass danity kane","damaged",120
"129","redone","dance again",121
"129","next jlo shimmy ya yam yay im a old dirty dog all day no way josé your girl only go one way ay mi madre you should check that out maybe wont turn her its none of my business but for now work it lets get this dale","dance again",121
"129","make","dance again",121
"129","it","dance again",121
"129","dance","dance again",121
"129","baby","dance again",121
"129","lips taste","dance again",121
"129","worlds most beautiful woman modern hugh hef uh yes playboy death he really worldwide mami let open treasure chest play dates we mates king snatching queens checkmate think rumor moon luna women comfortable call bloomer even show cause theyll sue ya told them hallelujah have blessed day ahead myself everydays yesterday recipe real simple little bit voli shell sesame now","dance again",121
"13","i know that we are young and you may love me but just cant be with like this anymore alejandro","alejandro",15
"13",NA,"alejandro",15
"13","around","alejandro",15
"13","hot","alejandro",15
"13","ive","alejandro",15
"13","babe","alejandro",15
"13","kiss touch smoke cigarette","alejandro",15
"13","alejandro","alejandro",15
"13","alealejandro stop please let go","alejandro",15
"13","dad dad","alejandro",15
"13","firefight","alejandro",15
"13","me name","alejandro",15
"13","babe kiss dont name im babe fernando touch just hush roberto","alejandro",15
"130","resistance","dare you to move",594
"130","be yeah","dare you to move",594
"131","yeah yall know what it is katy perry juicy j uhhuh lets rage!","dark horse",122
"131","were","dark horse",122
"131","anything","dark horse",122
"131","aphrodite","dark horse",122
"131","your enemy","dark horse",122
"131","fallin","dark horse",122
"131","are","dark horse",122
"131","bird","dark horse",122
"131","were","dark horse",122
"131","walk","dark horse",122
"131","baby","dark horse",122
"131","all me shes beast call her karma come back she eat","dark horse",122
"131","out jeffrey dahmer woo! careful try not lead on shawtys steroids strong may fall when meet meet her get chance keep keep sweet as pie break turn cold freezer freezer that fairy tale ending knight shining armor can sleeping beauty gon put coma damn think her bad sprung care ride roller coaster bedroom into fair a fair drug was tryna hit quit lil mama dope messed around got addicted","dark horse",122
"132","ecstasy","diamonds",124
"132","hold","diamonds",124
"132","wed become one +youd
+love
+for
 right
 away
 oh
 at
 first
 sight
felt
energy
sun
rays
 saw
life
+energy
+word
 inside
 your
 eyes
 so
bright
 tonight
beautiful
 eye
woah
shinin
+eye
 palms
 rise
 universe
 as
 we
moonshine
molly
+sing
+melodey
 feel
 warmth
 well
 never
 die
sight
ohoh
+me
+felt
+sun
+rays
+life
 yeah
","diamonds",124
"133","woo!","dilemma",125
"133",NA,"dilemma",125
"133","uh","dilemma",125
"133","hood done","dilemma",125
"133","a","dilemma",125
"133","shortstop","dilemma",125
"133","erything mami","dilemma",125
"133","plan to","dilemma",125
"133","one here","dilemma",125
"133","break","dilemma",125
"133","uh theres","dilemma",125
"133","girl","dilemma",125
"133","me","dilemma",125
"133","it gonna","dilemma",125
"133","said: you","dilemma",125
"133","+you
 dont
 mean
me
uh
huh
+me","dilemma",125
"133","look","dilemma",125
"133","start actin","dilemma",125
"133","out they","dilemma",125
"133","way","dilemma",125
"133","gon fight","dilemma",125
"133","see","dilemma",125
"133","steez","dilemma",125
"133","ya","dilemma",125
"133","aint","dilemma",125
"133","dirty","dilemma",125
"133","that","dilemma",125
"133","turn","dilemma",125
"133","k!","dilemma",125
"133","i… you do… come on","dilemma",125
"133","ever","dilemma",125
"133","on","dilemma",125
"133","more yeah","dilemma",125
"133","midwest","dilemma",125
"133","right","dilemma",125
"134","bum bedum bedum whats wrong with me why do i feel like this im goin crazy now","disturbia",126
"134","nothin","disturbia",126
"134","it all","disturbia",126
"134","on","disturbia",126
"134","aha!","disturbia",126
"134","","disturbia",126
"134","ah","disturbia",126
"134","brake lights","disturbia",126
"134","disturbia","disturbia",126
"134","scarin","disturbia",126
"134","they talkin","disturbia",126
"134","disconnected one","disturbia",126
"134","dont","disturbia",126
"134","shit out","disturbia",126
"134","city lights think twice be wise what like disturbia ohoh","disturbia",126
"134","tryin","disturbia",126
"134","strugglin cant go ohohohohoh","disturbia",126
"134","ahahahahah better so","disturbia",126
"135","usher usher","dj got us falling in love",595
"135","with our","dj got us falling in love",595
"135","rockin","dj got us falling in love",595
"135","sideside uh","dj got us falling in love",595
"135","backback","dj got us falling in love",595
"135",NA,"dj got us falling in love",595
"135","eyeeyes","dj got us falling in love",595
"135","love again llove againgain","dj got us falling in love",595
"135","gon get","dj got us falling in love",595
"135","downin drinks","dj got us falling in love",595
"135","right","dj got us falling in love",595
"135","gonna","dj got us falling in love",595
"135","motherf*****","dj got us falling in love",595
"135","come on","dj got us falling in love",595
"135","up","dj got us falling in love",595
"135","ive","dj got us falling in love",595
"135","againgain oh yeah againgainohh dont lie! haha hear evil speak see evil it hope catch that to thats how roll movie tivo ha mami me twisted dreadlock she wrestle but her headlock yabbadabbadoo make bed rock fire pshh red hot bada bing boom mr worldwide as step room im hustler knew you dale mr worldwide lets take over world haha hahahaha yeah man","dj got us falling in love",595
"135","ooh dale let go woo! on come yeah somebody djs up somebody aw hahaha dj","dj got us falling in love",595
"136","sexy","domino",128
"136","shot","domino",128
"136","oohoohoohooh","domino",128
"136","do this","domino",128
"136","damn love is skin","domino",128
"136","cmon boom","domino",128
"136","up","domino",128
"136","my","domino",128
"136","dirty","domino",128
"136","take","domino",128
"136","touch","domino",128
"136","strum guitar ooh so right ooh baby in moonlight","domino",128
"137",NA,"don't forget about us",130
"137","you","don't forget about us",130
"137","us","don't forget about us",130
"137","playing","don't forget about us",130
"137","waking up","don't forget about us",130
"137","boy","don't forget about us",130
"137","eyes","don't forget about us",130
"137","comes close","don't forget about us",130
"137","we shine","don't forget about us",130
"137","who","don't forget about us",130
"137","are one thats fact deny","don't forget about us",130
"137","why act loving be","don't forget about us",130
"137","shell","don't forget about us",130
"137","babe","don't forget about us",130
"138",NA,"don't let me down",596
"138","ooh","don't let me down",596
"138","noo","don't let me down",596
"139","cause","don't let me get me",131
"139","nothing","don't let me get me",131
"139","fight","don't let me get me",131
"139","staring","don't let me get me",131
"139","damn","don't let me get me",131
"139","something","don't let me get me",131
"139","no dont me oh myself yourself so irritating dont dont let let its bad bad oh ahh","don't let me get me",131
"14","every day","alive",16
"14","every day","alive",17
"14","i granted","alive",16
"14","i granted","alive",17
"14","so love","alive",16
"14","so love","alive",17
"14","and","alive",16
"14","and","alive",17
"14","alive","alive",16
"14","alive","alive",17
"14","sunshine face","alive",16
"14","sunshine face","alive",17
"14","tell inside","alive",16
"14","tell inside","alive",17
"14","all cause could","alive",16
"14","all cause could","alive",17
"14","now you","alive",16
"14","now you","alive",17
"14","for time","alive",16
"14","for time","alive",17
"140","konvict oh ohwhoaohoh","don't matter",133
"140","cause","don't matter",133
"140",NA,"don't matter",133
"140","men","don't matter",133
"140","you women","don't matter",133
"140","everybody","don't matter",133
"140","boundaries","don't matter",133
"140","yo","don't matter",133
"140","try","don't matter",133
"140","satisfied","don't matter",133
"140","the","don't matter",133
"140","talk mo","don't matter",133
"140","ive","don't matter",133
"140","girls","don't matter",133
"140","babe","don't matter",133
"141","please dont stop the music music music music","don't stop the music",135
"141",NA,"don't stop the music",135
"141","ima","don't stop the music",135
"141","actin","don't stop the music",135
"141","chest","don't stop the music",135
"141","away","don't stop the music",135
"141","it","don't stop the music",135
"141","the","don't stop the music",135
"141","ready","don't stop the music",135
"141","mamasay mamasa mamakossa","don't stop the music",135
"142","oh hey oh uh","don't wanna know",597
"142","taking you home home and","don't wanna know",597
"142","the way","don't wanna know",597
"142","no","don't wanna know",597
"142","drink","don't wanna know",597
"142",NA,"don't wanna know",597
"142",NA,"don't wanna know",597
"142","youre still bed","don't wanna know",597
"142","what be that around oh hey “please stop” hashtag bood screenshots tryin make jealous on birthday how made birthday he like this woo this lay down for touch poona matter fact never mind well let past be may his right now bodys me whoa the you","don't wanna know",597
"144","said fuck
it","downtown",138
"144","salesmans","downtown",138
"144","what
 up
 whats
 your
budget","downtown",138
"144","honestly
+honestly
 dont
 know
 nothing
 about
mopeds","downtown",138
"144","i
 got
 one
 for
 you
 follow
me ooh","downtown",138
"144","eight hundred","downtown",138
"144","thats hell","downtown",138
"144","in street ballet","downtown",138
"144","valet white walls","downtown",138
"144","cash","downtown",138
"144","bad","downtown",138
"144","ass","downtown",138
"144","ima lick","downtown",138
"144","stick","downtown",138
"144","snuck backstage you","downtown",138
"144","dope killing game bout catch body passed harley dukie ducati timbaland khaled scott storch birdman goddamn man everybody bugattis but keep it hella 1987 head into dealership drop stack cop kawasaki stunting everybody raw pass wasabi so low that scrotums almost dragging up concrete seat leather alright lying pleather girl could still ride together oh an uber cab fuck bus pass moped man she 1988 mariah carey hair very rare mom jeans derriere throwing west side as tear air stop by pike place fish player","downtown",138
"144","will","downtown",138
"144","between","downtown",138
"144","hey heyoheyey","downtown",138
"144","streets","downtown",138
"144","me","downtown",138
"144","what","downtown",138
"144","bullshit get off","downtown",138
"144","bullet oh yeeow","downtown",138
"144","me popo","downtown",138
"144","going","downtown",138
"144","cause damn","downtown",138
"144","who
is m ac","downtown",138
"144","sounding french pimp from day","downtown",138
"144","pend oreille water","downtown",138
"144","headstand","downtown",138
"144","baby kickstand","downtown",138
"144","me","downtown",138
"144","blackstreet","downtown",138
"144","like you
 slow
down","downtown",138
"144",NA,"downtown",138
"145","hey jay sean sean paul","do you remember",127
"145","lil jon this one right here is for all the ladies ladies who want to take it back holler at them","do you remember",127
"145","thinking","do you remember",127
"145","everything","do you remember",127
"145","alright","do you remember",127
"145","then","do you remember",127
"145","of","do you remember",127
"145","back ohhhh yo jay sing these","do you remember",127
"145","been","do you remember",127
"145","ya","do you remember",127
"145","me","do you remember",127
"145","ay girl when begun i was still your number well might seem farfetched but cant done got feeling fire blazing hot like sun know feel too my freeze up may vibes run  a sip champange trip down lane while now every night youll look tell dis atta world change imma na rearange straight many years come kiss miss","do you remember",127
"145","word","do you remember",127
"146",NA,"drag me down",139
"146","man","drag me down",139
"146",NA,"drag me down",139
"147","yeah","dynamite",141
"147","wearing","dynamite",141
"147",NA,"dynamite",141
"147","hands","dynamite",141
"147","ayo
+ayoh
 gotta
 let
go","dynamite",141
"147","go","dynamite",141
"147","im","dynamite",141
"147","fuck","dynamite",141
"147","overall","dynamite",141
"147","yo","dynamite",141
"148","uh yeah yeah","eastside",598
"148","started","eastside",598
"148","kiss","eastside",598
"148","out window sneak","eastside",598
"148","wed","eastside",598
"148","sea","eastside",598
"148","old","eastside",598
"148","got dream","eastside",598
"148",NA,"eastside",598
"148","singing","eastside",598
"149","i wont give up up","elastic heart",143
"149","have thought that","elastic heart",143
"149","were","elastic heart",143
"149","without weapons","elastic heart",143
"149","a","elastic heart",143
"149","yeah","elastic heart",143
"149","fire","elastic heart",143
"149","you me no no","elastic heart",143
"15","boom","all about that bass",18
"15","junk","all about that bass",18
"15","magazines working","all about that bass",18
"15","shit","all about that bass",18
"15","come on","all about that bass",18
"15","it","all about that bass",18
"15","momma","all about that bass",18
"15","a little more booty hold +dont
+let
+keep
 at
night
that
booty
uh
booty
+home
+room
+night","all about that bass",18
"15","stickfigure silicone","all about that bass",18
"15","whats","all about that bass",18
"15","hey","all about that bass",18
"15","bitches","all about that bass",18
"150","whoa whoa whoa","end game",599
"150","ah","end game",599
"150",NA,"end game",599
"150","so dope dont overdose im stoked need toast do most im in ghost whippin boat girl that precede one call away whenever g5 yeah come to aside boy persona thats what they what like love it it cause my type you type hold down protect with life touch just another exlove dont see miss i you other girls hurt drinking on beach all over know say say but aint tryna play end game first string ateam knew her","end game",599
"150","reconnected","end game",599
"150","sprung","end game",599
"150","rumors kneedeep","end game",599
"150","even wed argue wed not for long understand good up song beautiful traits way ease flaws paranoia insecurities ive","end game",599
"150","4th","end game",599
"150","is","end game",599
"150","ill","end game",599
"150","hey","end game",599
"150","bury","end game",599
"150","hand prints","end game",599
"150","are liquor","end game",599
"150","red","end game",599
"150","ateam","end game",599
"151","oh","evacuate the dance floor",145
"151","physical","evacuate the dance floor",145
"151","ahah","evacuate the dance floor",145
"151","ahah","evacuate the dance floor",145
"151","it","evacuate the dance floor",145
"151","up","evacuate the dance floor",145
"151","an overdose","evacuate the dance floor",145
"151","overdose overdose","evacuate the dance floor",145
"151","dance","evacuate the dance floor",145
"151","killing","evacuate the dance floor",145
"151","music","evacuate the dance floor",145
"151","club burn place right down ground","evacuate the dance floor",145
"151","overload","evacuate the dance floor",145
"151","me intoxicated","evacuate the dance floor",145
"151","evacuate club heating accelerate push top dont have be afraid now guess whos back brand new track that goin mad so off wall just shake thang go crazy yo lady baby see wreck drop low low floor yo","evacuate the dance floor",145
"152","got to","everybody talks",146
"152","sucker","everybody talks",146
"152","find","everybody talks",146
"152","lips","everybody talks",146
"152","backtrack","everybody talks",146
"152","could drug","everybody talks",146
"152","overdose","everybody talks",146
"152","my shit","everybody talks",146
"152","sugar","everybody talks",146
"152","gotta say everybody talks","everybody talks",146
"154","youre","everywhere",147
"154","oh whoa whoa","everywhere",147
"154","now","everywhere",147
"154",NA,"everywhere",147
"156","i keep on fallin","fallin'",149
"156","and outta love","fallin'",149
"156","you sometimes ya make me blue","fallin'",149
"156","good at times used lovin you darlin makes so confused out","fallin'",149
"156","never loved someone the way that oh felt this how do give much pleasure","fallin'",149
"156","pain yeah","fallin'",149
"156","think ive taken more than would a fool start back someone way i","fallin'",149
"156","i","fallin'",149
"156","fall fall sing out love you loved i yeah of no no no  what","fallin'",149
"157","now floatin","family affair",150
"157","gots to","family affair",150
"157","no hateration","family affair",150
"157",NA,"family affair",150
"157","make alright","family affair",150
"157","lets upon gots me holler holler holler","family affair",150
"157",NA,"family affair",150
"157",NA,"family affair",150
"158","first things first","fancy",151
"158","the realest realest drop this and let whole world feel it let em it still in murda bizness i can hold you down like giving lessons physics right right should want a bad bitch huh low pick up just yeah cup of ace goose cris high heels something worth half ticket on my wrist on wrist taking all liquor straight never chase that never rooftop we bringing 88 back what bring hooks in where bass at champagne spilling taste","fancy",151
"158","bout blowohohoh","fancy",151
"158","retarded","fancy",151
"158","beat dear departed","fancy",151
"158","stupid","fancy",151
"158","got","fancy",151
"158","that","fancy",151
"158","iggy","fancy",151
"158","trash hotel lets drunk minibar make phone call feels good getting what yeah keep turning chandelier swinging dont fuck film star im deluxe classic expensive touch ow! stunting how love asking does hot girl hands off touch look at it bet wishing could clutch thats way huh its good he bite turn down nothing slayin these hoes","fancy",151
