"kbID","song","kb_song_name","og_idx"
"386","i","payphone",375
"386",NA,"payphone",375
"386","ive","payphone",375
"386","change","payphone",375
"386","happy
+happy
 ever
after","payphone",375
"386","shit","payphone",375
"386","fucking","payphone",375
"386","oh","payphone",375
"386","whoa whoaoa sick now","payphone",375
"386","uh man fuck spending money while sitting round wondering why wasnt who came up from nothing bottom see me stuntin cars start with push button telling changed since blew or whatever switched number phone so never could need name shirt can tell ballin swish what shame coulda got picked had really good game missed last shot talk about top couldve saw sad over phantom pulled up valet open doors wished id go away was looking they want take little piece whoo! for two these","payphone",375
"387","kiss","perfect (2017)",653
"387","woman","perfect (2017)",653
"387","children","perfect (2017)",653
"387","man","perfect (2017)",653
"387","saw dress looking dont deserve this","perfect (2017)",653
"387",NA,"perfect (2017)",653
"388","hurt","photograph",379
"388","hurt","photograph",378
"388","gets hard you get","photograph",379
"388","gets hard you get","photograph",378
"388","were","photograph",379
"388","were","photograph",378
"388","and","photograph",379
"388","and","photograph",378
"388","holding close until","photograph",379
"388","holding close until","photograph",378
"388",NA,"photograph",379
"388",NA,"photograph",378
"388","die alone","photograph",379
"388","die alone","photograph",378
"388","me","photograph",379
"388","me","photograph",378
"388","wont","photograph",379
"388","wont","photograph",378
"388","go","photograph",379
"388","go","photograph",378
"388","sixteen","photograph",379
"388","sixteen","photograph",378
"389","because","pieces of me",654
"389","you","pieces of me",654
"389","ohh","pieces of me",654
"389","breathe","pieces of me",654
"39","oh woah","baby",37
"39","want","baby",37
"39","ever ever","baby",37
"39","are","baby",37
"39","were friends","baby",37
"39","saying","baby",37
"39","theres
another","baby",37
"39","oh like no","baby",37
"39","youd","baby",37
"39","whatever","baby",37
"39","ill","baby",37
"39","13","baby",37
"39","compared","baby",37
"39","nor","baby",37
"39","made","baby",37
"39","knows shes","baby",37
"39","cause","baby",37
"39","breaking","baby",37
"39","saying","baby",37
"39","all","baby",37
"390",NA,"pinch me",655
"390","when ya","pinch me",655
"390","because","pinch me",655
"390","rhymes","pinch me",655
"390","with","pinch me",655
"390","is","pinch me",655
"390",NA,"pinch me",655
"390","drier","pinch me",655
"390","still","pinch me",655
"390","packed","pinch me",655
"390","underwear","pinch me",655
"391","lips","please don't go",380
"391","wake tomorrow","please don't go",380
"391","find","please don't go",380
"391","bed","please don't go",380
"391","please go","please don't go",380
"391","leave","please don't go",380
"392","da","please don't leave me",381
"392","times","please don't leave me",381
"392","out of","please don't leave me",381
"392","cut into","please don't leave me",381
"392","heart","please don't leave me",381
"392","but","please don't leave me",381
"392","makes","please don't leave me",381
"392","hits","please don't leave me",381
"392","oh dont me","please don't leave me",381
"392","little punching bag","please don't leave me",381
"392","no i say i i","please don't leave me",381
"393","oh","pocketful of sunshine",656
"393","ohoh","pocketful of sunshine",656
"393","take away","pocketful of sunshine",656
"393","a place","pocketful of sunshine",656
"393","escape","pocketful of sunshine",656
"393","to days","pocketful of sunshine",656
"393","got sunshine love its mine oh never me i know wish could aint own anything can control no you cant","pocketful of sunshine",656
"393","sunshine oh mhm","pocketful of sunshine",656
"393","takes","pocketful of sunshine",656
"393","alright","pocketful of sunshine",656
"394","eh eheu eheu","pompeii",382
"394","going","pompeii",382
"394","settled","pompeii",382
"394","oh sins hills","pompeii",382
"395","but","praying",384
"395","and put through hell","praying",384
"395","know","praying",384
"395","cause make it my own oh dont need you found a strength ive never known ill bring thunder rain ohoh when im finished they wont even name sometimes pray at night someday maybe youll see light some say in life gonna get what give things only god forgive prayin","praying",384
"396","okay coconut man moonhead and pea you ready","price tag",385
"396",NA,"price tag",385
"396","damn","price tag",385
"396","your","price tag",385
"396","were paying","price tag",385
"396","the uh","price tag",385
"396","video hoes","price tag",385
"396","getting","price tag",385
"396","well","price tag",385
"396","feeling","price tag",385
"396","within","price tag",385
"396","leaping","price tag",385
"396","uhuh","price tag",385
"396","oohooh","price tag",385
"397","uhhuh!","problem",386
"397","iggs!","problem",386
"397","hey! one less less problem","problem",386
"397","i","problem",386
"397","you","problem",386
"397",NA,"problem",386
"397",NA,"problem",386
"397","touch me","problem",386
"397","ooh babe woah uh","problem",386
"397","but","problem",386
"397",NA,"problem",386
"397","back","problem",386
"397","baby boo","problem",386
"397","one","problem",386
"397","hey no ooh baby yeah got woo hey! problem without yeah","problem",386
"398","ha","pump it",387
"398","niggas wanna hate on us","pump it",387
"398","be envious i know why they","pump it",387
"398","cause that so fabulous","pump it",387
"398","im gonna real come on nobody got nothing no girls all from london back down to ss we rockin","pump it",387
"398","monkey business","pump it",387
"398","just confess girl admits shit fresh fresh def thats def rock definite bep reppin","pump it",387
"398","turn up come on baby","pump it",387
"398","oh oh","pump it",387
"398","ha","pump it",387
"398","can you check out here dude dude need ease act but get shut like flavor shut em down chicks she aint chick backstage when in town man drunk fool hit run errr","pump it",387
"398","speed","pump it",387
"398","who black eyed p e then a s play","pump it",387
"398","ass shake it","pump it",387
"398","make sure dont break cause gonna","pump it",387
"398","damn damn apldeap philippines live direct scene breakin for bboys bgirls waitin do their thing louder stop keep goin lets","pump it",387
"398","ladadeedadadeeda stereeareeareeareeo","pump it",387
"398","here here radiareeareeareeo systems","pump it",387
"398","yeah ha","pump it",387
"399","doubledutch","put your records on",388
"399","weve got","put your records on",388
"399","oh","put your records on",388
"399","get","put your records on",388
"399","sunburnt","put your records on",388
"399","a","put your records on",388
"399","just","put your records on",388
"399","we","put your records on",388
"399","same change","put your records on",388
"399","twas","put your records on",388
"399",NA,"put your records on",388
"4","tonight i just want to take you higher throw your hands up in the sky lets set this party off right players","24k magic",5
"4","girls","24k magic",5
"4","24 karat magic air","24k magic",5
"4","so","24k magic",5
"4","look out! pop pop","24k magic",5
"4",NA,"24k magic",5
"4","minks","24k magic",5
"4","shit","24k magic",5
"4","man","24k magic",5
"4","girls","24k magic",5
"4","waking rocket","24k magic",5
"4","players only","24k magic",5
"4","second verse for hustlas hustlas gangstas gangstas bad bitches ugly ass friends haha can preach uh oh gotta em how pimp get it first sip sip do dip dip spend like shit fresh got blame jesus hashtag blessed","24k magic",5
"4","hey","24k magic",5
"4","whats that sound","24k magic",5
"4","out magic","24k magic",5
"40","a shot","back to you",575
"40","i","back to you",575
"40","im","back to you",575
"40","lyin","back to you",575
"40","oh id","back to you",575
"40","its","back to you",575
"40","me","back to you",575
"40","can wont lie know thoughts are runnin loose just thing make fight use go","back to you",575
"400","travelled","rather be",389
"400","exalted","rather be",389
"400","scene","rather be",389
"400","strollin","rather be",389
"400","get","rather be",389
"400","gave","rather be",389
"400","take","rather be",389
"400","nnnno","rather be",389
"400","ooooh","rather be",389
"400","bein","rather be",389
"400","shake","rather be",389
"400","theres id beee","rather be",389
"401","killer","...ready for it?",657
"401",NA,"...ready for it?",657
"401","man","...ready for it?",657
"401","gon","...ready for it?",657
"401","touch","...ready for it?",657
"401","lights down","...ready for it?",657
"401","no one has","...ready for it?",657
"401","know","...ready for it?",657
"401","you","...ready for it?",657
"401","do","...ready for it?",657
"401","gonna","...ready for it?",657
"401","you","...ready for it?",657
"401","no","...ready for it?",657
"401","night my dreams do we do baby hmm eh i you","...ready for it?",657
"402",NA,"really don't care",390
"402","hey","really don't care",390
"402","ohohoh","really don't care",390
"402","oh","really don't care",390
"402","yeah listen hey look dumbstruck boy ego intact boy why so mad second guessing demi picked wrong lover one hes cuter than other just laugh cause tryna hipster kick curb polaroid picture","really don't care",390
"403","awayay","renegades",391
"403","in","renegades",391
"403","and","renegades",391
"403","hey livin","renegades",391
"403","renegades","renegades",391
"403","lend an ear","renegades",391
"403","kids","renegades",391
"403","to","renegades",391
"404","singin nananana","replay",392
"404","ipod","replay",392
"404","replayayayay ayy!","replay",392
"404","jjjjr","replay",392
"404","wit yo","replay",392
"404","ya","replay",392
"404","were real","replay",392
"404","breaking","replay",392
"404","dime","replay",392
"404","gun holster","replay",392
"404","ayy ayy","replay",392
"404","til","replay",392
"404","doin","replay",392
"404","cookin","replay",392
"404","can your oh could write symphony one fill fantasies so come baby lets sing with ayy girl","replay",392
"404","nana nana nanaa","replay",392
"404","like melody","replay",392
"405",NA,"rise",395
"405",NA,"rise",395
"406","hey","roar",396
"406","your","roar",396
"406",NA,"roar",396
"406","cause","roar",396
"406","got up youll","roar",396
"406","roar oh yeah","roar",396
"407","fly","rocketeer",397
"407","knows","rocketeer",397
"407","jetpack","rocketeer",397
"407","of","rocketeer",397
"407","feeling","rocketeer",397
"407","flying","rocketeer",397
"407","yeah","rocketeer",397
"407","now","rocketeer",397
"407","aint","rocketeer",397
"407","by","rocketeer",397
"408","rockin","rockin' around the christmas tree",658
"408","evry","rockin' around the christmas tree",658
"408","lets
+lets
 be
 jolly

 deck
 halls
 with
 boughs
 of
holly!","rockin' around the christmas tree",658
"408","everyones","rockin' around the christmas tree",658
"408","old fashioned","rockin' around the christmas tree",658
"409","out then","rolling in the deep",398
"409","your shit bare","rolling in the deep",398
"409","thinkin","rolling in the deep",398
"409","it","rolling in the deep",398
"409","love","rolling in the deep",398
"409","feeling","rolling in the deep",398
"409","youre gonna wish – never met me","rolling in the deep",398
"409","tears are fall deep","rolling in the deep",398
"409","ive","rolling in the deep",398
"409","on now","rolling in the deep",398
"409","there as","rolling in the deep",398
"409","ohoh","rolling in the deep",398
"409","whoaoh","rolling in the deep",398
"409","youll","rolling in the deep",398
"409","all it","rolling in the deep",398
"41","he tastes like jack","bad at love",576
"41","im kissing","bad at love",576
"41","i","bad at love",576
"41","me bitch","bad at love",576
"41","guy","bad at love",576
"41","it","bad at love",576
"41","wants","bad at love",576
"41","to","bad at love",576
"41","of","bad at love",576
"41",NA,"bad at love",576
"41","fix","bad at love",576
"41","little thin white lines","bad at love",576
"41","think","bad at love",576
"410","torn up","royals",399
"410","grey","royals",399
"410","trippin","royals",399
"410","bloodstains","royals",399
"410","care;","royals",399
"410","cristal","royals",399
"410","royals","royals",399
"410","buzz","royals",399
"410","ruler","royals",399
"410","tigers","royals",399
"410","ohoh","royals",399
"411","mornin","rude",400
"411","outta","rude",400
"411","in car","rude",400
"411",NA,"rude",400
"411","oldfashioned","rude",400
"411","yeah","rude",400
"411","of","rude",400
"411","blessin","rude",400
"411","die tough
+fly
+tough
 luck
 friend
 but
 answer
 is
no!","rude",400
"411","marry","rude",400
"411","yeah","rude",400
"411","me","rude",400
"411","both standin","rude",400
"411","altar run","rude",400
"411","cause","rude",400
"411","so","rude",400
"411","why why say say","rude",400
"412","light bulb","rudolph the red-nosed reindeer",659
"412","would","rudolph the red-nosed reindeer",659
"412","flashlight","rudolph the red-nosed reindeer",659
"412","names","rudolph the red-nosed reindeer",659
"412","play","rudolph the red-nosed reindeer",659
"412","ho ho ho","rudolph the red-nosed reindeer",659
"412","+rudolph
 with
 your
+nose
 so
 bright
 wont
 guide
 my
 sleigh
tonight
+tonight","rudolph the red-nosed reindeer",659
"412","yippee rudolph
+yipee!
+reindeerreindeer
 youll
 go
 down
history! columbus","rudolph the red-nosed reindeer",659
"413","reeling","run rudolph run",660
"413","child
what
+child
+what","run rudolph run",660
"413","has","run rudolph run",660
"414","head","rush",402
"414","sunlight again","rush",402
"414","rushing","rush",402
"414",NA,"rush",402
"414",NA,"rush",402
"414",NA,"rush",402
"415","could","safe and sound",661
"415","wanna","safe and sound",661
"415",NA,"safe and sound",661
"415","safe sound","safe and sound",661
"415","love","safe and sound",661
"415","to","safe and sound",661
"415","sound sound","safe and sound",661
"416",NA,"same old love",403
"416","shit","same old love",403
"416","im bodys","same old love",403
"416","ohohoh","same old love",403
"416","feels like blown apart the kind breaks heart","same old love",403
"416","still breathe now ow","same old love",403
"417",NA,"santa claus is coming to town",662
"417","santa claus is coming to town","santa claus is coming to town",662
"417","going","santa claus is coming to town",662
"417","and","santa claus is coming to town",662
"417","awake","santa claus is coming to town",662
"417","coming","santa claus is coming to town",662
"418","and","savin' me",404
"418","be","savin' me",404
"418","to","savin' me",404
"418","fallin","savin' me",404
"418","hurry saving","savin' me",404
"419","all","say hey (i love you)",663
"419","baby girl","say hey (i love you)",663
"419","want","say hey (i love you)",663
"419","junkies","say hey (i love you)",663
"419","calling","say hey (i love you)",663
"419","playing","say hey (i love you)",663
"419","getting","say hey (i love you)",663
"419","hope","say hey (i love you)",663
"419","look","say hey (i love you)",663
"419","rocking","say hey (i love you)",663
"419","moving","say hey (i love you)",663
"419","dancing","say hey (i love you)",663
"419","say hall","say hey (i love you)",663
"419","poppa you promise rocking you its true its true i poppa","say hey (i love you)",663
"419","whoo!!","say hey (i love you)",663
"42","‘cause","bad blood",38
"42","weve","bad blood",38
"42","what","bad blood",38
"42","blood hey! i cant back where im at we","bad blood",38
"42","og like doc remember","bad blood",38
"42","my tlc quite od id facts pov of and","bad blood",38
"42","similar iraq dont hate you but critique overrate these beats dark heart use basslines replace time erase hear no more no fear better yet respect aint sincere","bad blood",38
"42","its","bad blood",38
"42","think","bad blood",38
"42","the","bad blood",38
"42","problems can solve em made really deep cut and when tried write me off thought id loss remember that would need ya follow procedure wait amnesia season for battle","bad blood",38
"42","scars body bumped bruised stabbed in back; brimstone fire jumping","bad blood",38
"42","still all life money power gotta live with","bad blood",38
"42","bullet holes","bad blood",38
"42","just","bad blood",38
"42","forgive forget never let go if","bad blood",38
"420","frkfrkdown","say it right",405
"420","at all","say it right",405
"420","hey","say it right",405
"420","it","say it right",405
"420","jokin","say it right",405
"420","nothing hey hey","say it right",405
"420","say","say it right",405
"420","not lost","say it right",405
"420","fault dont","say it right",405
"420","love","say it right",405
"420","feel show","say it right",405
"420","something","say it right",405
"420","body place god knows should space holy do really wanna go three four","say it right",405
"421","i","say something",406
"421","still","say something",406
"421","just","say something",406
"421","swallow pride youre one saying goodbye you ohoh something","say something",406
"422","drank too","say you won't let go",407
"422","hair back when","say you won't let go",407
"422","throwing","say you won't let go",407
"422","stone cold sober pulled closer to my chest","say you won't let go",407
"422","stay","say you won't let go",407
"422","that","say you won't let go",407
"422",NA,"say you won't let go",407
"422",NA,"say you won't let go",407
"422","ill wake breakfast bed bring coffee kiss on head take kids school wave them goodbye thank lucky stars","say you won't let go",407
"422","older","say you won't let go",407
"422","oh","say you won't let go",407
"422","way","say you won't let go",407
"422","so","say you won't let go",407
"422",NA,"say you won't let go",407
"422","til","say you won't let go",407
"423","praises an","scars to your beautiful",408
"423","prays","scars to your beautiful",408
"423","oh","scars to your beautiful",408
"423","cut","scars to your beautiful",408
"423","covergirls","scars to your beautiful",408
"423","oh","scars to your beautiful",408
"423","has dreams envy shes starving know eat nothing says beauty
beauty
everything whats
little
bit
of
hunger i
go
while
longer fades","scars to your beautiful",408
"423","girls","scars to your beautiful",408
"424",NA,"scooby doo",664
"424","cuz","scooby doo",664
"424","yourself","scooby doo",664
"424","you","scooby doo",664
"424","villain","scooby doo",664
"425","bring the action when you hear this in club youre gonna turn shit up we all eyes on us see boys they watchin everybody","scream & shout",409
"425","wanna","scream & shout",409
"425","sayin ohh
wee
ohh
oh
oh are nownow rockin with william britney bitch aw yeah rock roll lets lose control bottom go goin fast aint slow no no ay yo beat now hit floor drink then some more light blow blow out if know what talkin bout burn down house houhouse gon here go shake ground cause everywhere that them girls lookin at goes me party together wish night would last forever was feelin im better maybe evereverevereverever","scream & shout",409
"426",NA,"second chance",411
"426","well","second chance",411
"426","halleys","second chance",411
"426","why
+why
 you
 always
 running
 in
place","second chance",411
"426","and","second chance",411
"426","heres","second chance",411
"427","and","see you again",412
"427","oh","see you again",412
"427",NA,"see you again",412
"427","see place","see you again",412
"427","through","see you again",412
"427","ill again yeah came way you started you","see you again",412
"427","the lost","see you again",412
"427","remember gone","see you again",412
"427","every memory as take always lead","see you again",412
"427","uh yeah yo yo uh yo ohoh uhhuh yup","see you again",412
"428","straight off the streets of mothafuckin compton its downest nigga","see you again (2007)",665
"428","know eazy me bout to kick your ass in 93 creep with me as crawl through hood creep and crawl said","see you again (2007)",665
"428","niggas from grape street watts cpt all across land thats down eazye now early mornin awake thinkin about this dead fools life that had take frontin","see you again (2007)",665
"428","true","see you again (2007)",665
"428","peep game at pointblank range fuck em! mothafuckin
+now
+cant
+wait
+see
+again
+way
+of
+knowing
+is
 right
yall back set jet not givin wet what he gotta shout for actin","see you again (2007)",665
"428","trick now hes six feet im deep his bitch creepin creepin marks be sleepin catch you slippin slap clip","see you again (2007)",665
"428","buck em every weekend scandalous lil no heart feel remorse dig niggas corpse leave it mommas porch dont give shit why mellow or maybe fact kin devil psychopathic always quick fill full lead","see you again (2007)",665
"428","killer thrilla manila though shorter than average try test yo luck get bucked by savage later","see you again (2007)",665
"428","+oh
+shes
+being
+funny
+next
+we
+hang
+out
+redeem
+myself
+rest
+till
+then
+whoa
+i
+crazy
+feeling
+inside
+called
+tomorrow
 night
rollin
lookin
can
gat
pack
hole
stoppin
light
late
fire
up
philly
blunt
head
right
see
some
slippin
burger
stand
+no
+not
 mind
is
murder
plan
drivethrough
kinda
slow
hot
beams
4
yo
smokin
chronic
rag
knowin
lay
their
reach
who
was
fool
make
move
leaned
out
jeep
smooth
dome
sleeps
one
shot
top
body
flopped
seat
dumped
skinny
passenger
screamin
rage
so
blasted
her
smashed
five
blocks
before
stopped
punkass
cop
shit
em!
{you
cant
kill
cop!}
you!
*shots*
mothafucker
ha
ha!
+reader
+but
+reading
+sign
+again
","see you again (2007)",665
"429","just the guitar okay cool","send my love",413
"429","put","send my love",413
"429","hands on on my body and told mmm","send my love",413
"429","one","send my love",413
"429","love","send my love",413
"429","lover","send my love",413
"429",NA,"send my love",413
"429","still","send my love",413
"429","oh","send my love",413
"429","send lover are ready treat better","send my love",413
"43","needed","bad day",39
"43","skies fade","bad day",39
"43","gray","bad day",39
"43","need","bad day",39
"43","carryin","bad day",39
"43","every time because","bad day",39
"43","it","bad day",39
"43","me","bad day",39
"43","will","bad day",39
"43","ooh holiday","bad day",39
"43","well","bad day",39
"43","yeah yeah yeah","bad day",39
"43","when cause youve seen","bad day",39
"43","ah yeah ah ah","bad day",39
"430","ladies and gentlemen its my pleasure to introduce you hes a friend of mine yes yes","se√±orita",410
"430","am he goes by the name justin wooo all way from memphis tennessee got somethin special","se√±orita",410
"430","yall tonight gonna sing song about this girl come","se√±orita",410
"430","here","se√±orita",410
"430","on that sunny day didnt","se√±orita",410
"430","id meet such beautiful walking down street seen those bright brown eyes with tears coming","se√±orita",410
"430","said himself she deserves crown but where is it now mama listen señorita feel deal things dont have doesnt love ya can tell his charm could real if just lay my running fast mind girl slow we carry thing might","se√±orita",410
"430","ground how would like fly thats queen should ride still deserve or hasnt been found feel you he baby it ah arms wont my mama baby wont when look into your just listen see","se√±orita",410
"430","money cant buy hear me baby","se√±orita",410
"430","give us try i want you girl ill work harder whoa no longer will ever cry yeah yeah things deal things dont to yeah now wanna see they do anymore imma guys me go: it
feels
somethings
heating
up
you then i
what
im
thinking
bout
really
leaving
you sing: you ladies: good it show good me one more time: gentlemen goodnight ladies morning","se√±orita",410
"431","kissed lips","set fire to the rain (feat. ethan bortnick)",666
"431","knew","set fire to the rain (feat. ethan bortnick)",666
"431","burned","set fire to the rain (feat. ethan bortnick)",666
"431","lay","set fire to the rain (feat. ethan bortnick)",666
"431","caught","set fire to the rain (feat. ethan bortnick)",666
"431","no burn","set fire to the rain (feat. ethan bortnick)",666
"432","out","shake it off",415
"432","mm mm","shake it off",415
"432","cruisin","shake it off",415
"432","movin","shake it off",415
"432","and","shake it off",415
"432","off heartbreakers","shake it off",415
"432","fakers","shake it off",415
"432","lightning","shake it off",415
"432","dancing own","shake it off",415
"432","up","shake it off",415
"432","moves go dont","shake it off",415
"432","thats groovin i","shake it off",415
"432","think","shake it off",415
"432","youve","shake it off",415
"432","dirty","shake it off",415
"432","of","shake it off",415
"432","you couldve","shake it off",415
"432","exman","shake it off",415
"432","like “oh god”","shake it off",415
"432","hella","shake it off",415
"432","come over baby","shake it off",415
"432","can yeah oh oh haters hate mmhm and fake","shake it off",415
"432","you to","shake it off",415
"433","are","shallow",416
"433","or","shallow",416
"433","searchin","shallow",416
"433","i","shallow",416
"433",NA,"shallow",416
"433","falling","shallow",416
"433","shahallow","shallow",416
"433","ha ohah","shallow",416
"434","yeah yeah baby please try to forgive me stay here dont put out","shape of my heart",667
"434","glow glow glow hold now bother if every minute it makes weaker you can save from man that ive become oh looking back on things done","shape of my heart",667
"434","was trying be someone played","shape of my heart",667
"434","part kept","shape of my heart",667
"434","dark let show","shape of my heart",667
"434","of heart sadness is beautiful loneliness thats tragical so help cant win this war no touch now second become","shape of my heart",667
"434","with confession got","shape of my heart",667
"434","hide more know where start but lookin never wanna play same old part ill keep in dark trying someone","shape of my heart",667
"435","bone","she's so high",668
"435",NA,"she's so high",668
"435","high","she's so high",668
"435","dadadada","she's so high",668
"435","what","she's so high",668
"435","why","she's so high",668
"435","yeah oh","she's so high",668
"436","every day","she will be loved",417
"436","a while","she will be loved",417
"436","any time","she will be loved",417
"436","oh","she will be loved",417
"438","woo","shower",418
"438","feelin","shower",418
"438","you","shower",418
"438","think","shower",418
"438","going","shower",418
"438","up","shower",418
"438","youre","shower",418
"438","ladadee ladada","shower",418
"438","baby","shower",418
"438","no","shower",418
"438","feeling","shower",418
"438","yeah whoa oh there","shower",418
"438","givin","shower",418
"438","straight youll","shower",418
"438","im oh","shower",418
"439","till","since u been gone",420
"439","pictured","since u been gone",420
"439","thanks to you now get what want","since u been gone",420
"439","id","since u been gone",420
"439","i
 just
 wanna
 be
you be","since u been gone",420
"439","get","since u been gone",420
"439","since gone thanks i get","since u been gone",420
"439","you know","since u been gone",420
"44","i was walking down the street other day tryna distract myself but then see your face","bad liar",40
"44","wait thats someone else play it coy make disappear just like battle of troy theres nothing subtle here in","bad liar",40
"44","room","bad liar",40
"44","king size space bigger than used","bad liar",40
"44","be if you want can rent that place call","bad liar",40
"44","an amenity even its dreams ooh youre taking up fraction mind ooooh every time watch serpentine","bad liar",40
"44","tryin tryin not think about no no give with feelings on fire guess","bad liar",40
"44","how attention builds looking mirror touch happy pill still","bad liar",40
"44","we do is fear what could possibly happen next focus love paint kiss across chest art ill brush and baby lets reality actuality reality oh","bad liar",40
"440","all","single ladies (put a ring on it)",670
"440","club","single ladies (put a ring on it)",670
"440","up","single ladies (put a ring on it)",670
"440","thing","single ladies (put a ring on it)",670
"440","dip but","single ladies (put a ring on it)",670
"440","trip cause","single ladies (put a ring on it)",670
"440","brother noticed","single ladies (put a ring on it)",670
"440","on him","single ladies (put a ring on it)",670
"440","me","single ladies (put a ring on it)",670
"440","attention","single ladies (put a ring on it)",670
"440","tears","single ladies (put a ring on it)",670
"440","three","single ladies (put a ring on it)",670
"440","years","single ladies (put a ring on it)",670
"440","it","single ladies (put a ring on it)",670
"440","shoulda","single ladies (put a ring on it)",670
"440","once","single ladies (put a ring on it)",670
"440","that want whoa oh ohoh oh i got gloss lips lips man hips hips hold tighter than deréon jeans acting up drink cup cup cant care less what think need no permission did mention had turn turn gon learn really feels miss dont treat","single ladies (put a ring on it)",670
"440","of world","single ladies (put a ring on it)",670
"440","girl","single ladies (put a ring on it)",670
"440","deserve heres makes me","single ladies (put a ring on it)",670
"440","and","single ladies (put a ring on it)",670
"440","infinity beyond pull into arms say","single ladies (put a ring on it)",670
"440","dont","single ladies (put a ring on it)",670
"440","alone","single ladies (put a ring on it)",670
"441","yeah","sit next to me",671
"441","man this hunger and","sit next to me",671
"441","you","sit next to me",671
"441","sober","sit next to me",671
"441","calls","sit next to me",671
"441","just","sit next to me",671
"441","next","sit next to me",671
"441","its","sit next to me",671
"441",NA,"sit next to me",671
"441","oooh","sit next to me",671
"442","im gonna let","slide",672
"442","ma","slide",672
"442","ill ever","slide",672
"442","be","slide",672
"442","ooh dreamed complete little pieces of nothing that fall","slide",672
"442","oh","slide",672
"442","slide","slide",672
"442","between sheets them beds never knew into room just","slide",672
"442","away","slide",672
"443","whisper and","smooth",673
"443","reason","smooth",673
"443","in","smooth",673
"443","say","smooth",673
"443","to","smooth",673
"443",NA,"smooth",673
"443","loving","smooth",673
"443","gimme","smooth",673
"443","me","smooth",673
"443","oh","smooth",673
"443","dont gimme real hey no oh no oh hey hey hey","smooth",673
"444",NA,"soak up the sun",426
"444","im","soak up the sun",426
"444","to up im","soak up the sun",426
"445","natalie la rose","somebody",428
"445","take shots leave","somebody",428
"445","tell","somebody",428
"445","walk in","somebody",428
"445","knows","somebody",428
"445","but","somebody",428
"445","just","somebody",428
"445","turn down","somebody",428
"445","we","somebody",428
"445","turnin down down","somebody",428
"445","and","somebody",428
"445","know","somebody",428
"445","do gotta","somebody",428
"445","goin","somebody",428
"445","in","somebody",428
"445","dumb","somebody",428
"446","five","somebody's watching me",674
"446","home","somebody's watching me",674
"446","me and","somebody's watching me",674
"446",NA,"somebody's watching me",674
"446","psycho","somebody's watching me",674
"446","whos me","somebody's watching me",674
"446","well","somebody's watching me",674
"446","tell watching","somebody's watching me",674
"446","anymore","somebody's watching me",674
"446","who! ","somebody's watching me",674
"446","somebodys","somebody's watching me",674
"446","privacy","somebody's watching me",674
"446","you let be","somebody's watching me",674
"447","die","somebody that i used to know",675
"447","end","somebody that i used to know",675
"447","no","somebody that i used to know",675
"447","now that","somebody that i used to know",675
"448","symphony","somebody to love",676
"448","its
+its
 time
 to
 sink
or
swim","somebody to love",676
"448","them","somebody to love",676
"448","ya you","somebody to love",676
"448","oh running","somebody to love",676
"448","but","somebody to love",676
"448","mine","somebody to love",676
"448","be","somebody to love",676
"448","giving","somebody to love",676
"448","love","somebody to love",676
"448","nothing","somebody to love",676
"448","somebody every day","somebody to love",676
"448",NA,"somebody to love",676
"448","oh","somebody to love",676
"449","lord","some nights",427
"449",NA,"some nights",427
"449","for","some nights",427
"449","bed","some nights",427
"449","i who","some nights",427
"449","i","some nights",427
"449","oh","some nights",427
"449","so it sold soul this washed hands of miss mom dad no when stars hear songs sound like swan so","some nights",427
"449","back home","some nights",427
"449","fuck","some nights",427
"449","die","some nights",427
"449","called","some nights",427
"449","then","some nights",427
"449",NA,"some nights",427
"449",NA,"some nights",427
"45","quédate","bailamos",41
"45","outside","bailamos",41
"45","bailamos!","bailamos",41
"45","wanna","bailamos",41
"45","mío tonight","bailamos",41
"45","wont","bailamos",41
"45","gonna","bailamos",41
"45","want to","bailamos",41
"45","ohohoh","bailamos",41
"45","quedate como quiero como","bailamos",41
"450","married","someone like you",430
"450",NA,"someone like you",430
"450","dont
+dont
 forget
me beg","someone like you",430
"450","sometimes
+sometimes
 lasts
 in
 love
sometimes
 hurts
instead","someone like you",430
"450",NA,"someone like you",430
"450",NA,"someone like you",430
"452",NA,"sorry",434
"452",NA,"sorry",433
"452","me","sorry",434
"452","me","sorry",433
"452","than your body","sorry",434
"452","than your body","sorry",433
"452","sorry","sorry",434
"452","sorry","sorry",433
"452","sorry","sorry",434
"452","sorry","sorry",433
"452","this","sorry",434
"452","this","sorry",433
"452","on","sorry",434
"452","on","sorry",433
"453","payback is a bad bitch","sorry not sorry",435
"453","ten","sorry not sorry",435
"453",NA,"sorry not sorry",435
"453","fuckin","sorry not sorry",435
"453",NA,"sorry not sorry",435
"453","oh","sorry not sorry",435
"454","oh","sos",436
"454","ive","sos",436
"454","oh this feelings like so","sos",436
"454","just","sos",436
"454","and","sos",436
"454","stressin","sos",436
"454","pressin","sos",436
"454","cause","sos",436
"454","i","sos",436
"454","youre","sos",436
"454","callin","sos",436
"454","its","sos",436
"454","makin","sos",436
"454","it","sos",436
"454","tossin turnin sleep at night","sos",436
"454","please","sos",436
"454","losin","sos",436
"454","love is testin me","sos",436
"454","see you","sos",436
"454","uhhuh","sos",436
"454","on could die arms","sos",436
"454","with","sos",436
"454","over heels","sos",436
"454","hangin","sos",436
"454","you are cause mind someone me feelin","sos",436
"454","tellin","sos",436
"454","goin","sos",436
"454","beggin why baby tossing turning all time best ","sos",436
